% 1. Title: Open Loop Data
%
% 2. Comments:
%    - The first 3 attributes are:
%      - sid: subject id
%      - group: (exploration style) F = free exploration, S = strategic exploration
%      - cond: (informedness condition) i- = uninformed, i+ = informed
%    - After, there are 4 similar attribute groups (one group per task), each consisting of:
%      - Raw and ranked PC scores (#_pc15, #_pc10, #_pc5; #_rpc15, #_rpc10, #_rpc5)
%	     - 5, 10, and 15 are the numbers of trials over which PC was calculated 
%      - Two learning progress measures (#_lp1, #_lp2)
%	     - lp1 is the difference between PC over the last and the first 5 trials
%		 - lp2 is the 
%      - Raw and ranked learnability ratings (#_lrn, #_rlrn)
%      - '#' encodes task identity: 1 = 1D, 2 = I1D, 3 = 2D, 4 = R
%    - The last attribute contains the first free play choice that the subject made
%    - Thus for each subject, there are 3 + (4 * 10) + 1 = 44 attributes
%
%
@RELATION open_loop

@ATTRIBUTE sid          INTEGER
@ATTRIBUTE group        {F, S}
@ATTRIBUTE cond         {i-, i+}
@ATTRIBUTE 1_pc15       NUMERIC
@ATTRIBUTE 1_pc10       NUMERIC
@ATTRIBUTE 1_pc5        NUMERIC
@ATTRIBUTE 1_rpc15      INTEGER
@ATTRIBUTE 1_rpc10      INTEGER
@ATTRIBUTE 1_rpc5       INTEGER
@ATTRIBUTE 1_lp1        NUMERIC
@ATTRIBUTE 1_lp2        NUMERIC
@ATTRIBUTE 1_lrn        NUMERIC
@ATTRIBUTE 1_rlrn       INTEGER
@ATTRIBUTE 2_pc15       NUMERIC
@ATTRIBUTE 2_pc10       NUMERIC
@ATTRIBUTE 2_pc5        NUMERIC
@ATTRIBUTE 2_rpc15      INTEGER
@ATTRIBUTE 2_rpc10      INTEGER
@ATTRIBUTE 2_rpc5       INTEGER
@ATTRIBUTE 2_lp1        NUMERIC
@ATTRIBUTE 2_lp2        NUMERIC
@ATTRIBUTE 2_lrn        NUMERIC
@ATTRIBUTE 2_rlrn       INTEGER
@ATTRIBUTE 3_pc15       NUMERIC
@ATTRIBUTE 3_pc10       NUMERIC
@ATTRIBUTE 3_pc5        NUMERIC
@ATTRIBUTE 3_rpc15      INTEGER
@ATTRIBUTE 3_rpc10      INTEGER
@ATTRIBUTE 3_rpc5       INTEGER
@ATTRIBUTE 3_lp1        NUMERIC
@ATTRIBUTE 3_lp2        NUMERIC
@ATTRIBUTE 3_lrn        NUMERIC
@ATTRIBUTE 3_rlrn       INTEGER
@ATTRIBUTE 4_pc15       NUMERIC
@ATTRIBUTE 4_pc10       NUMERIC
@ATTRIBUTE 4_pc5        NUMERIC
@ATTRIBUTE 4_rpc15      INTEGER
@ATTRIBUTE 4_rpc10      INTEGER
@ATTRIBUTE 4_rpc5       INTEGER
@ATTRIBUTE 4_lp1        NUMERIC
@ATTRIBUTE 4_lp2        NUMERIC
@ATTRIBUTE 4_lrn        NUMERIC
@ATTRIBUTE 4_rlrn       INTEGER
@ATTRIBUTE choice       {1D, I1D, 2D, R}

@DATA
188, S,i-,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,10.0,4,0.3333333333333333,0.3,0.4,2,2,2,0.0,-0.007142857142857145,5.0,2,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.0035714285714285587,5.0,3,0.5333333333333333,0.7,0.8,3,3,4,0.6000000000000001,0.04642857142857144,5.0,2, R
189, S,i-,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.032142857142857154,9.0,4,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.03928571428571429,9.0,4,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.021428571428571422,9.0,4,0.6,0.6,0.6,3,3,3,0.0,0.007142857142857138,9.0,4,1D
190, S, i+,0.8,0.9,1.0,4,4,4,0.4,0.0392857142857143,7.0,3,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.05,9.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.01785714285714286,9.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.02857142857142858,10.0,4, I1D
191, S, i+,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.024999999999999994,1.0,1,0.4666666666666667,0.5,0.2,2,3,1,-0.2,-0.010714285714285728,1.0,1,0.4,0.5,0.4,2,3,2,0.2,1.3877787807814457e-17,1.0,1,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.03571428571428571,1.0,1, R
192, S,i-,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.017857142857142856,4.0,2,0.7333333333333333,0.6,0.8,3,3,4,-0.19999999999999996,-0.03571428571428571,4.0,2,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.02142857142857144,4.0,2,0.4,0.4,0.2,2,2,1,-0.2,-0.032142857142857154,4.0,2, 2D
193, S, i+,0.8666666666666667,0.9,0.8,4,4,4,0.0,-0.0035714285714285587,10.0,4,0.6,0.7,0.8,3,3,4,0.4,0.042857142857142885,10.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.010714285714285704,10.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.0035714285714285865,10.0,4, 2D
194, S, i+,0.4666666666666667,0.3,0.2,2,2,1,-0.6000000000000001,-0.050000000000000024,1.0,1,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.0035714285714285587,1.0,1,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.017857142857142877,1.0,1,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.010714285714285707,4.0,2,1D
195, S,i-,0.5333333333333333,0.7,1.0,3,3,4,0.8,0.08571428571428574,10.0,4,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.03214285714285714,10.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.021428571428571443,10.0,4,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.04285714285714288,10.0,4, I1D
196, S, i+,0.8,0.9,1.0,4,4,4,0.4,0.028571428571428595,3.0,2,0.2,0.1,0.0,1,1,1,-0.4,-0.04285714285714286,10.0,4,0.13333333333333333,0.2,0.4,1,1,2,0.4,0.046428571428571444,10.0,4,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.02857142857142858,10.0,4, 2D
197, S, i+,0.7333333333333333,0.6,0.4,3,3,2,-0.6,-0.05714285714285715,2.0,1,0.3333333333333333,0.2,0.2,2,1,1,-0.39999999999999997,-0.035714285714285726,2.0,1,0.7333333333333333,0.7,1.0,3,3,4,0.19999999999999996,0.017857142857142877,1.0,1,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.05,3.0,2,1D
198, S,i-,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.025,9.0,4,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.021428571428571432,7.0,3,0.6666666666666666,0.6,0.8,3,3,4,0.0,0.0035714285714285865,8.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.02142857142857145,9.0,4,1D
199, S, i+,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.021428571428571443,9.0,4,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.02500000000000002,3.0,2,0.7333333333333333,0.7,0.4,3,3,2,-0.4,-0.042857142857142864,7.0,3,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.014285714285714287,2.0,1, R
200, S, i+,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.035714285714285726,10.0,4,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.014285714285714304,2.0,1,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-0.014285714285714297,3.0,2,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.024999999999999994,8.0,4, R
201, S,i-,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.01785714285714287,7.0,3,0.4,0.5,0.6,2,3,3,0.39999999999999997,0.035714285714285726,7.0,3,0.7333333333333333,1.0,1.0,3,4,4,0.8,0.06428571428571432,7.0,3,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.010714285714285725,7.0,3, R
202, S,i-,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.02857142857142859,5.0,2,0.5333333333333333,0.4,0.6,3,2,3,-0.20000000000000007,-0.01785714285714287,6.0,3,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.021428571428571432,8.0,4,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.05,9.0,4, I1D
203, S,i-,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.025,9.0,4,0.26666666666666666,0.3,0.2,2,2,1,0.0,-0.014285714285714292,9.0,4,0.3333333333333333,0.2,0.4,2,1,2,-0.19999999999999996,-3.469446951953614e-18,9.0,4,0.4666666666666667,0.3,0.4,2,2,2,-0.4,-0.04642857142857143,9.0,4, R
204, S, i+,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.042857142857142864,6.0,3,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.039285714285714285,6.0,3,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.003571428571428583,10.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.0035714285714285587,7.0,3, I1D
205, S,i-,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.017857142857142877,7.0,3,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,5.0,3,0.5333333333333333,0.7,0.8,3,3,4,0.6000000000000001,0.06428571428571431,10.0,4,0.6,0.7,0.8,3,3,4,0.4,0.032142857142857154,10.0,4,1D
206, S, i+,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,8.0,4,0.8,0.9,1.0,4,4,4,0.4,0.03214285714285717,7.0,3,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.014285714285714278,7.0,3,0.26666666666666666,0.3,0.2,2,2,1,0.0,0.003571428571428569,4.0,2, I1D
207, S,i-,0.8666666666666667,0.9,0.8,4,4,4,0.0,-6.938893903907228e-18,4.0,2,0.8,0.8,0.8,4,4,4,0.0,0.010714285714285711,6.0,3,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.010714285714285725,8.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.03571428571428571,10.0,4, R
208, S, i+,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.06785714285714287,4.0,2,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,1.0,1,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.028571428571428577,10.0,4,0.3333333333333333,0.2,0.0,2,1,1,-0.6,-0.03928571428571431,10.0,4,1D
209, S,i-,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.010714285714285704,8.0,4,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.024999999999999994,3.0,2,0.6666666666666666,0.6,0.8,3,3,4,0.0,-0.0035714285714285587,8.0,4,0.3333333333333333,0.2,0.2,2,1,1,-0.39999999999999997,-0.04285714285714286,8.0,4, R
210, S, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.039285714285714306,2.0,1,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.010714285714285714,7.0,3,0.2,0.2,0.0,1,1,1,-0.2,-0.014285714285714294,9.0,4,0.4666666666666667,0.5,0.2,2,3,1,-0.2,-0.0035714285714285796,9.0,4, I1D
211, S,i-,0.9333333333333333,0.9,1.0,4,4,4,0.0,-0.0035714285714285587,4.0,2,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.025,4.0,2,0.7333333333333333,0.7,0.4,3,3,2,-0.4,-0.028571428571428567,9.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.021428571428571422,7.0,3, I1D
212, S, i+,0.4666666666666667,0.4,0.8,2,2,4,0.20000000000000007,0.025000000000000005,8.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.014285714285714282,8.0,4,0.4,0.2,0.2,2,1,1,-0.6000000000000001,-0.06785714285714287,8.0,4,0.4,0.4,0.2,2,2,1,-0.2,-0.007142857142857131,8.0,4,1D
213, S,i-,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.03214285714285715,5.0,3,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.042857142857142864,3.0,2,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.025,3.0,2,0.4,0.4,0.6,2,2,3,0.19999999999999996,0.0035714285714285865,9.0,4, 2D
214, S,i-,0.8,0.8,0.8,4,4,4,0.0,-0.007142857142857131,8.0,4,0.8,0.9,1.0,4,4,4,0.4,0.025000000000000022,8.0,4,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.021428571428571443,9.0,4,0.4,0.4,0.6,2,2,3,0.19999999999999996,0.01071428571428573,10.0,4,1D
215, S,i-,0.7333333333333333,0.7,1.0,3,3,4,0.19999999999999996,0.025000000000000022,3.0,2,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.028571428571428588,10.0,4,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.021428571428571422,10.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.028571428571428567,3.0,2, 2D
216, S, i+,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.02142857142857143,2.0,1,0.6666666666666666,0.8,0.6,3,4,3,0.19999999999999996,0.028571428571428595,2.0,1,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.04285714285714286,9.0,4,0.3333333333333333,0.4,0.4,2,2,2,0.2,-0.007142857142857131,9.0,4, I1D
217, S,i-,0.6,0.5,0.8,3,3,4,0.0,0.02142857142857143,10.0,4,0.4,0.5,0.4,2,3,2,0.2,0.007142857142857145,4.0,2,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.035714285714285726,7.0,3,0.4,0.6,0.2,2,3,1,0.2,0.021428571428571436,10.0,4, I1D
218, S, i+,0.8,0.8,0.8,4,4,4,0.0,0.0071428571428571366,10.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.02142857142857143,10.0,4,0.5333333333333333,0.4,0.0,3,2,1,-0.8,-0.07142857142857145,10.0,4,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.04285714285714286,10.0,4,1D
219, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.025,3.0,2,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.025000000000000015,3.0,2,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.007142857142857145,8.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.03214285714285715,7.0,3, R
220, S, i+,0.7333333333333333,0.7,0.8,3,3,4,0.0,-0.003571428571428562,8.0,4,0.8,0.9,1.0,4,4,4,0.4,0.039285714285714285,7.0,3,0.6,0.7,0.8,3,3,4,0.4,0.02857142857142858,9.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.039285714285714285,8.0,4, R
221, S,i-,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.007142857142857131,1.0,1,0.8,0.8,1.0,4,4,4,0.19999999999999996,0.007142857142857159,7.0,3,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.0142857142857143,10.0,4,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.03214285714285715,10.0,4, I1D
222, S, i+,0.7333333333333333,0.7,0.8,3,3,4,0.0,-0.014285714285714277,10.0,4,0.6666666666666666,0.6,0.8,3,3,4,0.0,0.007142857142857156,2.0,1,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.053571428571428575,5.0,3,0.4666666666666667,0.4,0.6,2,2,3,0.0,0.010714285714285714,7.0,3, R
223, S,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.035714285714285726,3.0,2,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.021428571428571432,10.0,4,0.5333333333333333,0.6,0.2,3,3,1,-0.2,-0.02857142857142857,10.0,4,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.021428571428571422,10.0,4,1D
224, S,i-,0.8666666666666667,0.9,0.8,4,4,4,0.0,1.3877787807814457e-17,4.0,2,0.4666666666666667,0.4,0.2,2,2,1,-0.39999999999999997,-0.035714285714285726,10.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.0035714285714285726,10.0,4,0.26666666666666666,0.4,0.4,2,2,2,0.4,0.0392857142857143,10.0,4,1D
225, S, i+,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.053571428571428575,8.0,4,0.6,0.5,0.8,3,3,4,0.0,0.007142857142857159,8.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.010714285714285704,10.0,4,0.6,0.5,0.4,3,3,2,-0.4,-0.028571428571428567,9.0,4, R
226, S, i+,0.4,0.6,0.4,2,3,2,0.4,0.021428571428571436,3.0,2,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,3.0,2,0.4666666666666667,0.6,0.8,2,3,4,0.6000000000000001,0.05714285714285716,10.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.007142857142857132,6.0,3, I1D
227, S,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.025000000000000022,7.0,3,0.6,0.8,0.8,3,4,4,0.6000000000000001,0.04642857142857144,7.0,3,0.5333333333333333,0.7,0.8,3,3,4,0.6000000000000001,0.046428571428571444,7.0,3,0.6,0.5,0.2,3,3,1,-0.6000000000000001,-0.053571428571428575,7.0,3, I1D
228, S,i-,0.8,1.0,1.0,4,4,4,0.6,0.05357142857142859,6.0,3,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.003571428571428578,9.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.010714285714285711,9.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.003571428571428562,9.0,4, I1D
229, S,i-,0.26666666666666666,0.3,0.4,2,2,2,0.2,0.0035714285714285726,8.0,4,0.9333333333333333,0.9,1.0,4,4,4,0.0,0.0035714285714285865,8.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.028571428571428574,3.0,2,0.4666666666666667,0.3,0.4,2,2,2,-0.4,-0.02857142857142857,8.0,4, 2D
230, S,i-,0.8,0.9,1.0,4,4,4,0.4,0.053571428571428575,10.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,-6.938893903907228e-18,10.0,4,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.039285714285714285,10.0,4,0.5333333333333333,0.4,0.4,3,2,2,-0.4,-0.039285714285714306,10.0,4, 2D
231, S,i-,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.014285714285714303,3.0,2,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.02857142857142857,10.0,4,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.01785714285714285,3.0,2,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.024999999999999994,10.0,4, R
232, S,i-,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.02142857142857143,3.0,2,0.8,0.9,1.0,4,4,4,0.4,0.042857142857142864,3.0,2,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.05000000000000001,3.0,2,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.03928571428571429,7.0,3,1D
233, S,i-,0.6,0.7,1.0,3,3,4,0.6,0.06071428571428573,9.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.025000000000000022,9.0,4,0.2,0.1,0.0,1,1,1,-0.4,-0.035714285714285726,10.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.03571428571428572,9.0,4, I1D
234, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,2.0,1,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.01785714285714287,3.0,2,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.01785714285714285,7.0,3,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.025000000000000015,10.0,4, R
235, S,i-,0.6,0.7,0.8,3,3,4,0.4,0.053571428571428575,7.0,3,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.03214285714285717,3.0,2,0.6,0.7,0.4,3,3,2,0.0,0.010714285714285732,7.0,3,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.021428571428571422,7.0,3, 2D
236, S, i+,0.5333333333333333,0.6,0.8,3,3,4,0.4,0.0392857142857143,9.0,4,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.025,1.0,1,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.02142857142857143,1.0,1,0.7333333333333333,0.7,0.8,3,3,4,0.0,-0.007142857142857152,7.0,3, I1D
237, S, i+,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.03214285714285715,10.0,4,0.8,0.8,0.8,4,4,4,0.0,0.0035714285714285865,10.0,4,0.26666666666666666,0.3,0.0,2,2,1,-0.2,-0.010714285714285721,10.0,4,0.5333333333333333,0.7,0.8,3,3,4,0.6000000000000001,0.06428571428571431,10.0,4, R
238, S,i-,0.8,1.0,1.0,4,4,4,0.6,0.0535714285714286,3.0,2,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.025,3.0,2,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.05,3.0,2,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.01785714285714285,3.0,2, 2D
239, S, i+,0.8666666666666667,0.8,1.0,4,4,4,0.0,0.007142857142857159,7.0,3,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.028571428571428574,9.0,4,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.025,9.0,4,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.021428571428571443,10.0,4,1D
240, S,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04285714285714287,2.0,1,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03928571428571429,2.0,1,0.5333333333333333,0.4,0.6,3,2,3,-0.20000000000000007,-0.010714285714285704,2.0,1,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.04285714285714286,2.0,1, I1D
241, S, i+,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.007142857142857138,3.0,2,0.6,0.6,0.6,3,3,3,0.0,-0.014285714285714277,9.0,4,0.7333333333333333,0.7,0.8,3,3,4,0.0,-0.0035714285714285796,3.0,2,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.007142857142857131,7.0,3, 2D
242, S, i+,0.7333333333333333,0.6,0.4,3,3,2,-0.6,-0.0642857142857143,10.0,4,0.4,0.6,0.8,2,3,4,0.8,0.07500000000000002,10.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.03214285714285715,10.0,4,0.3333333333333333,0.4,0.2,2,2,1,0.0,1.3877787807814457e-17,10.0,4, I1D
243, S, i+,0.8,1.0,1.0,4,4,4,0.6,0.0535714285714286,5.0,3,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04285714285714287,5.0,2,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.010714285714285732,5.0,3,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.01071428571428571,10.0,4,1D
244, S,i-,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.03214285714285716,5.0,2,0.8,0.7,1.0,4,3,4,0.0,-0.010714285714285704,9.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.01785714285714286,8.0,4,0.4,0.6,0.8,2,3,4,0.8,0.05714285714285716,10.0,4, I1D
245, S,i-,0.8,1.0,1.0,4,4,4,0.6,0.06071428571428573,10.0,4,0.5333333333333333,0.6,1.0,3,3,4,0.6,0.06071428571428572,10.0,4,0.8,0.7,0.6,4,3,3,-0.4,-0.028571428571428567,10.0,4,0.26666666666666666,0.3,0.2,2,2,1,0.0,0.014285714285714287,5.0,3, 2D
246, S, i+,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.03571428571428573,1.0,1,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.03214285714285715,1.0,1,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.010714285714285718,10.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.014285714285714277,10.0,4,1D
247, S, i+,0.8666666666666667,0.8,1.0,4,4,4,0.0,0.01071428571428573,3.0,2,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.007142857142857159,3.0,2,0.7333333333333333,0.7,0.8,3,3,4,0.0,-0.010714285714285706,10.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.03571428571428572,10.0,4, I1D
248, S,i-,0.8,0.7,0.8,4,3,4,-0.19999999999999996,-0.028571428571428567,9.0,4,0.8,0.8,0.8,4,4,4,0.0,0.017857142857142856,9.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,-0.025,8.0,4,0.6,0.6,0.6,3,3,3,0.0,0.021428571428571425,8.0,4, 2D
249, S,i-,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.03571428571428571,1.0,1,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.021428571428571422,10.0,4,0.6,0.6,0.6,3,3,3,0.0,-0.003571428571428576,10.0,4,0.4666666666666667,0.4,0.0,2,2,1,-0.6,-0.06071428571428572,10.0,4,1D
250, S,i-,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.010714285714285725,6.0,3,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.03571428571428571,10.0,4,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.007142857142857131,10.0,4,0.2,0.3,0.2,1,2,1,0.2,0.010714285714285716,10.0,4, 2D
251, S,i-,0.6,0.7,0.8,3,3,4,0.4,0.032142857142857154,2.0,1,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.007142857142857138,9.0,4,0.6,0.6,0.6,3,3,3,0.0,0.007142857142857159,1.0,1,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.0035714285714285657,9.0,4, R
252, S,i-,0.6666666666666666,0.6,1.0,3,3,4,0.19999999999999996,0.025000000000000022,1.0,1,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.06428571428571431,3.0,2,0.6,0.5,0.4,3,3,2,-0.4,-0.05,10.0,4,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.028571428571428567,10.0,4, R
253, S,i-,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.007142857142857154,3.0,2,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,2.0,1,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,-0.0035714285714285613,6.0,3,0.6666666666666666,0.8,0.6,3,4,3,0.19999999999999996,0.01071428571428573,8.0,4, R
254, S, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.021428571428571443,6.0,3,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.025000000000000015,6.0,3,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.03214285714285716,6.0,3,0.26666666666666666,0.2,0.4,2,1,2,0.0,-0.010714285714285721,10.0,4,1D
255, S, i+,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.03928571428571429,10.0,4,0.5333333333333333,0.5,0.6,3,3,3,0.0,-0.010714285714285706,10.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.01428571428571428,10.0,4,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.04642857142857143,10.0,4, R
