% 1. Title: Open Loop Data
%
% 2. Comments:
%    - The first 3 attributes are:
%      - sid: subject id
%      - group: (exploration style) F = free exploration, S = strategic exploration
%      - cond: (informedness condition) i- = uninformed, i+ = informed
%    - After, there are 4 similar attribute groups (one group per task), each consisting of:
%      - Raw and ranked PC scores (#_pc15, #_pc10, #_pc5; #_rpc15, #_rpc10, #_rpc5)
%	     - 5, 10, and 15 are the numbers of trials over which PC was calculated 
%      - Two learning progress measures (#_lp1, #_lp2)
%	     - lp1 is the difference between PC over the last and the first 5 trials
%		 - lp2 is the 
%      - Raw and ranked learnability ratings (#_lrn, #_rlrn)
%      - '#' encodes task identity: 1 = 1D, 2 = I1D, 3 = 2D, 4 = R
%    - The last attribute contains the first free play choice that the subject made
%    - Thus for each subject, there are 3 + (4 * 10) + 1 = 44 attributes
%
%
@RELATION open_loop

@ATTRIBUTE sid          INTEGER
@ATTRIBUTE group        {F, S}
@ATTRIBUTE cond         {i-, i+}
@ATTRIBUTE 1_pc15       NUMERIC
@ATTRIBUTE 1_pc10       NUMERIC
@ATTRIBUTE 1_pc5        NUMERIC
@ATTRIBUTE 1_rpc15      INTEGER
@ATTRIBUTE 1_rpc10      INTEGER
@ATTRIBUTE 1_rpc5       INTEGER
@ATTRIBUTE 1_lp1        NUMERIC
@ATTRIBUTE 1_lp2        NUMERIC
@ATTRIBUTE 1_lrn        NUMERIC
@ATTRIBUTE 1_rlrn       INTEGER
@ATTRIBUTE 2_pc15       NUMERIC
@ATTRIBUTE 2_pc10       NUMERIC
@ATTRIBUTE 2_pc5        NUMERIC
@ATTRIBUTE 2_rpc15      INTEGER
@ATTRIBUTE 2_rpc10      INTEGER
@ATTRIBUTE 2_rpc5       INTEGER
@ATTRIBUTE 2_lp1        NUMERIC
@ATTRIBUTE 2_lp2        NUMERIC
@ATTRIBUTE 2_lrn        NUMERIC
@ATTRIBUTE 2_rlrn       INTEGER
@ATTRIBUTE 3_pc15       NUMERIC
@ATTRIBUTE 3_pc10       NUMERIC
@ATTRIBUTE 3_pc5        NUMERIC
@ATTRIBUTE 3_rpc15      INTEGER
@ATTRIBUTE 3_rpc10      INTEGER
@ATTRIBUTE 3_rpc5       INTEGER
@ATTRIBUTE 3_lp1        NUMERIC
@ATTRIBUTE 3_lp2        NUMERIC
@ATTRIBUTE 3_lrn        NUMERIC
@ATTRIBUTE 3_rlrn       INTEGER
@ATTRIBUTE 4_pc15       NUMERIC
@ATTRIBUTE 4_pc10       NUMERIC
@ATTRIBUTE 4_pc5        NUMERIC
@ATTRIBUTE 4_rpc15      INTEGER
@ATTRIBUTE 4_rpc10      INTEGER
@ATTRIBUTE 4_rpc5       INTEGER
@ATTRIBUTE 4_lp1        NUMERIC
@ATTRIBUTE 4_lp2        NUMERIC
@ATTRIBUTE 4_lrn        NUMERIC
@ATTRIBUTE 4_rlrn       INTEGER
@ATTRIBUTE choice       {1D, I1D, 2D, R}

@DATA
52,F,i-,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.028571428571428574,1.0,1,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,1.0,1,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.06071428571428575,1.0,1,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.035714285714285726,10.0,4, I1D
53,F,i-,0.8,0.8,0.8,4,4,4,0.0,-0.010714285714285704,10.0,4,0.7333333333333333,0.7,0.8,3,3,4,0.0,6.938893903907228e-18,8.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.021428571428571425,2.0,1,0.5333333333333333,0.5,0.2,3,3,1,-0.39999999999999997,-0.046428571428571444,4.0,2, R
54,F, i+,0.9333333333333333,0.9,1.0,4,4,4,0.0,1.3877787807814457e-17,3.0,2,0.7333333333333333,0.9,0.8,3,4,4,0.4,0.039285714285714285,3.0,2,0.5333333333333333,0.6,1.0,3,3,4,0.6,0.057142857142857155,3.0,2,0.4666666666666667,0.6,0.8,2,3,4,0.6000000000000001,0.05000000000000002,9.0,4,1D
55,F, i+,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.010714285714285732,6.0,3,0.3333333333333333,0.3,0.0,2,2,1,-0.4,-0.035714285714285726,8.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.03214285714285715,8.0,4,0.26666666666666666,0.2,0.2,2,1,1,-0.2,-0.014285714285714294,8.0,4, R
56,F,i-,0.9333333333333333,0.9,1.0,4,4,4,0.0,0.0035714285714285865,10.0,4,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.024999999999999994,9.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.025000000000000022,2.0,1,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.01071428571428573,2.0,1, R
57,F, i+,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.04642857142857143,10.0,4,0.3333333333333333,0.3,0.2,2,2,1,-0.2,-0.0035714285714285796,7.0,3,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.007142857142857131,8.0,4,0.4666666666666667,0.5,0.2,2,3,1,-0.2,-0.024999999999999994,7.0,3, R
58,F,i-,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-0.02142857142857143,4.0,2,0.4,0.4,0.6,2,2,3,0.19999999999999996,0.017857142857142856,10.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.01428571428571429,10.0,4,0.3333333333333333,0.3,0.4,2,2,2,0.0,0.003571428571428583,10.0,4,1D
59,F, i+,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.007142857142857138,4.0,2,0.7333333333333333,0.6,0.8,3,3,4,-0.19999999999999996,-0.028571428571428567,9.0,4,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.014285714285714277,10.0,4,0.4,0.4,0.4,2,2,2,0.0,-0.007142857142857133,10.0,4, 2D
60,F, i+,0.8,1.0,1.0,4,4,4,0.6,0.0642857142857143,2.0,1,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.06428571428571431,3.0,2,0.6,0.6,0.6,3,3,3,0.0,0.010714285714285714,4.0,2,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.01428571428571428,10.0,4, R
61,F, i+,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.025000000000000015,6.0,3,0.5333333333333333,0.4,0.6,3,2,3,-0.20000000000000007,-0.014285714285714277,8.0,4,0.3333333333333333,0.3,0.2,2,2,1,-0.2,-0.02857142857142857,8.0,4,0.5333333333333333,0.3,0.4,3,2,2,-0.6,-0.05714285714285715,8.0,4, R
62,F,i-,0.6,0.5,0.2,3,3,1,-0.6000000000000001,-0.04285714285714288,10.0,4,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.03571428571428571,10.0,4,0.8,0.8,0.8,4,4,4,0.0,-0.010714285714285704,10.0,4,0.4666666666666667,0.6,0.4,2,3,2,0.2,0.017857142857142863,10.0,4, R
63,F,i-,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.007142857142857156,2.0,1,0.3333333333333333,0.4,0.6,2,2,3,0.39999999999999997,0.05000000000000002,8.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,-8.673617379884035e-18,8.0,4,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.01785714285714287,8.0,4, R
64,F,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04285714285714287,8.0,4,0.8,0.7,1.0,4,3,4,0.0,-0.0035714285714285587,9.0,4,0.6666666666666666,0.8,1.0,3,4,4,0.6,0.06785714285714287,7.0,3,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.007142857142857152,6.0,3,1D
65,F,i-,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,-0.014285714285714297,10.0,4,0.6666666666666666,0.9,0.8,3,4,4,0.6000000000000001,0.05357142857142859,7.0,3,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.014285714285714277,6.0,3,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.007142857142857159,6.0,3, 2D
66,F,i-,0.5333333333333333,0.7,0.6,3,3,3,0.39999999999999997,0.05357142857142858,9.0,4,0.7333333333333333,0.7,0.8,3,3,4,0.0,0.010714285714285725,5.0,2,0.4666666666666667,0.5,0.4,2,3,2,0.0,-0.003571428571428576,9.0,4,0.5333333333333333,0.3,0.2,3,2,1,-0.8,-0.0642857142857143,10.0,4, 2D
67,F,i-,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.010714285714285732,5.0,2,0.5333333333333333,0.7,1.0,3,3,4,0.8,0.06785714285714288,10.0,4,0.4,0.5,0.6,2,3,3,0.39999999999999997,0.03928571428571429,2.0,1,0.8,0.7,0.8,4,3,4,-0.19999999999999996,-0.014285714285714277,7.0,3, 2D
68,F, i+,0.7333333333333333,0.8,0.6,3,4,3,0.0,0.014285714285714287,9.0,4,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.03214285714285714,9.0,4,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.007142857142857131,9.0,4,0.2,0.2,0.2,1,1,1,0.0,0.01785714285714286,10.0,4,1D
69,F, i+,0.8,0.9,1.0,4,4,4,0.4,0.04642857142857144,3.0,2,0.4,0.4,0.6,2,2,3,0.19999999999999996,-0.0035714285714285587,10.0,4,0.8,0.8,0.8,4,4,4,0.0,0.010714285714285732,3.0,2,0.6,0.5,0.2,3,3,1,-0.6000000000000001,-0.053571428571428575,10.0,4, R
70,F, i+,0.7333333333333333,0.8,0.6,3,4,3,0.0,0.01785714285714285,6.0,3,0.26666666666666666,0.4,0.6,2,2,3,0.6,0.05714285714285716,10.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.02142857142857144,10.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.010714285714285711,9.0,4, 2D
71,F,i-,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.025000000000000015,1.0,1,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.017857142857142856,2.0,1,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.021428571428571422,7.0,3,0.2,0.1,0.2,1,1,1,-0.2,-0.021428571428571425,10.0,4,1D
72,F,i-,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.01071428571428571,7.0,3,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.021428571428571446,5.0,3,0.5333333333333333,0.7,0.6,3,3,3,0.39999999999999997,0.028571428571428577,10.0,4,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.042857142857142864,7.0,3, R
73,F, i+,1.0,1.0,1.0,4,4,4,0.0,1.3877787807814457e-17,4.0,2,0.6,0.7,0.8,3,3,4,0.4,0.05357142857142859,9.0,4,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.039285714285714285,10.0,4,0.6666666666666666,0.5,0.6,3,3,3,-0.4,-0.028571428571428567,6.0,3, 2D
74,F,i-,0.7333333333333333,0.7,0.8,3,3,4,0.0,0.014285714285714284,8.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.028571428571428567,10.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,0.003571428571428569,5.0,3,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.01785714285714285,7.0,3, I1D
75,F,i-,0.8,0.8,0.8,4,4,4,0.0,0.0035714285714285796,1.0,1,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.04642857142857144,1.0,1,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.0035714285714285865,10.0,4,0.5333333333333333,0.5,0.8,3,3,4,0.20000000000000007,0.03571428571428571,10.0,4,1D
76,F, i+,0.8,0.7,0.6,4,3,3,-0.4,-0.03571428571428571,10.0,4,0.6666666666666666,0.9,1.0,3,4,4,0.8,0.0785714285714286,10.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.028571428571428574,10.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.017857142857142877,10.0,4, 2D
77,F,i-,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.010714285714285714,3.0,2,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.01785714285714285,6.0,3,0.5333333333333333,0.4,0.4,3,2,2,-0.4,-0.039285714285714285,9.0,4,0.4,0.3,0.6,2,2,3,0.0,-0.0035714285714285587,10.0,4, 2D
78,F, i+,0.7333333333333333,0.8,1.0,3,4,4,0.4,0.05,7.0,3,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.03214285714285715,9.0,4,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.02857142857142857,9.0,4,0.4,0.3,0.0,2,2,1,-0.6,-0.05000000000000002,9.0,4, I1D
79,F, i+,0.5333333333333333,0.7,0.6,3,3,3,0.39999999999999997,0.03571428571428572,6.0,3,0.6,0.6,0.6,3,3,3,0.0,0.021428571428571425,6.0,3,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.024999999999999994,6.0,3,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.02500000000000002,5.0,2,1D
80,F, i+,0.7333333333333333,0.9,1.0,3,4,4,0.6,0.06785714285714287,5.0,3,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.03928571428571429,10.0,4,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.01785714285714285,10.0,4,0.6,0.5,0.8,3,3,4,0.0,-6.938893903907228e-18,10.0,4, 2D
81,F,i-,0.3333333333333333,0.3,0.4,2,2,2,0.0,0.007142857142857159,1.0,1,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.014285714285714278,10.0,4,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.010714285714285725,7.0,3,0.6,0.5,0.8,3,3,4,0.0,0.007142857142857152,10.0,4, I1D
82,F, i+,0.8,1.0,1.0,4,4,4,0.6,0.0642857142857143,1.0,1,0.4666666666666667,0.6,0.8,2,3,4,0.6000000000000001,0.057142857142857176,9.0,4,0.6,0.8,0.8,3,4,4,0.6000000000000001,0.05357142857142859,9.0,4,0.3333333333333333,0.3,0.6,2,2,3,0.19999999999999996,0.02857142857142857,9.0,4, I1D
83,F,i-,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.028571428571428574,9.0,4,0.6,0.5,0.2,3,3,1,-0.6000000000000001,-0.06071428571428572,8.0,4,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.028571428571428574,8.0,4,0.2,0.3,0.0,1,2,1,0.0,-0.003571428571428574,8.0,4,1D
84,F, i+,0.8,0.9,1.0,4,4,4,0.4,0.03571428571428573,1.0,1,0.7333333333333333,0.8,0.8,3,4,4,0.20000000000000007,0.028571428571428567,1.0,1,0.8,0.7,0.6,4,3,3,-0.4,-0.039285714285714285,6.0,3,0.4666666666666667,0.5,0.8,2,3,4,0.4,0.032142857142857154,6.0,3, R
85,F, i+,0.6666666666666666,0.6,0.6,3,3,3,-0.20000000000000007,0.007142857142857138,10.0,4,0.8,0.9,1.0,4,4,4,0.4,0.03214285714285717,9.0,4,0.7333333333333333,0.7,0.8,3,3,4,0.0,0.025,3.0,2,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.02142857142857143,7.0,3, 2D
86,F,i-,0.4666666666666667,0.4,0.6,2,2,3,0.0,0.0035714285714285796,9.0,4,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.03214285714285715,1.0,1,0.4,0.4,0.6,2,2,3,0.19999999999999996,1.214306433183765e-17,6.0,3,0.4666666666666667,0.4,0.6,2,2,3,0.0,-0.010714285714285704,6.0,3, 2D
87,F,i-,0.6,0.6,0.6,3,3,3,0.0,-0.0035714285714285587,7.0,3,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.02142857142857145,4.0,2,0.4,0.5,0.8,2,3,4,0.6000000000000001,0.060714285714285735,8.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.02142857142857143,4.0,2, I1D
88,F, i+,0.6,0.7,0.4,3,3,2,0.0,-0.010714285714285707,7.0,3,0.4,0.4,0.4,2,2,2,0.0,0.0,9.0,4,0.4,0.4,0.4,2,2,2,0.0,-6.938893903907228e-18,9.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.0035714285714285865,8.0,4, R
89,F,i-,0.8,1.0,1.0,4,4,4,0.6,0.050000000000000024,3.0,2,0.8,0.9,1.0,4,4,4,0.4,0.028571428571428577,4.0,2,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.024999999999999994,6.0,3,0.4666666666666667,0.4,0.6,2,2,3,0.0,-0.010714285714285707,7.0,3, I1D
90,F, i+,0.7333333333333333,0.7,0.8,3,3,4,0.0,0.003571428571428583,9.0,4,0.6,0.7,0.8,3,3,4,0.4,0.017857142857142877,9.0,4,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.003571428571428562,8.0,4,0.4,0.4,0.4,2,2,2,0.0,-0.007142857142857137,6.0,3, R
91,F, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03928571428571429,3.0,2,0.6,0.6,0.6,3,3,3,0.0,0.003571428571428583,10.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.028571428571428574,10.0,4,0.6666666666666666,0.5,0.6,3,3,3,-0.4,-0.03214285714285714,10.0,4, I1D
92,F, i+,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.03214285714285716,9.0,4,0.4,0.4,0.2,2,2,1,-0.2,-0.007142857142857154,10.0,4,0.26666666666666666,0.2,0.0,2,1,1,-0.4,-0.039285714285714285,10.0,4,0.3333333333333333,0.3,0.2,2,2,1,-0.2,-0.021428571428571436,10.0,4, R
93,F,i-,0.8666666666666667,0.9,0.8,4,4,4,0.0,0.0035714285714285865,8.0,4,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.04642857142857143,6.0,3,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.014285714285714301,10.0,4,0.5333333333333333,0.6,0.4,3,3,2,0.0,-5.204170427930421e-18,7.0,3,1D
94,F,i-,0.8666666666666667,0.8,0.6,4,4,3,-0.4,-0.04285714285714286,1.0,1,0.26666666666666666,0.3,0.4,2,2,2,0.2,0.03214285714285715,3.0,2,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.014285714285714277,8.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.03214285714285714,10.0,4,1D
95,F,i-,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.01785714285714287,10.0,4,0.8,0.8,0.8,4,4,4,0.0,0.010714285714285725,8.0,4,0.7333333333333333,0.7,0.8,3,3,4,0.0,0.010714285714285732,7.0,3,0.4,0.4,0.6,2,2,3,0.19999999999999996,0.0035714285714285674,10.0,4, R
96,F,i-,0.5333333333333333,0.7,1.0,3,3,4,0.8,0.07142857142857145,7.0,3,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.021428571428571446,8.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,-0.007142857142857131,9.0,4,0.4666666666666667,0.3,0.4,2,2,2,-0.4,-0.03571428571428572,5.0,2, I1D
97,F, i+,0.9333333333333333,0.9,0.8,4,4,4,-0.19999999999999996,-0.024999999999999994,9.0,4,0.6,0.5,0.6,3,3,3,-0.20000000000000007,0.0035714285714285657,6.0,3,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.04285714285714288,9.0,4,0.4,0.5,0.8,2,3,4,0.6000000000000001,0.057142857142857155,4.0,2, R
98,F,i-,0.8,0.9,1.0,4,4,4,0.4,0.032142857142857154,3.0,2,0.6,0.8,1.0,3,4,4,0.8,0.08571428571428574,3.0,2,0.5333333333333333,0.4,0.4,3,2,2,-0.4,-0.05,10.0,4,0.4666666666666667,0.6,0.4,2,3,2,0.2,0.02142857142857143,8.0,4,1D
99,F,i-,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.028571428571428574,2.0,1,0.6666666666666666,0.7,0.6,3,3,3,0.0,-8.673617379884035e-18,8.0,4,0.5333333333333333,0.4,0.2,3,2,1,-0.6000000000000001,-0.0642857142857143,9.0,4,0.8666666666666667,0.9,0.8,4,4,4,0.0,-0.0035714285714285587,6.0,3, R
100,F, i+,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.02142857142857143,10.0,4,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.025,1.0,1,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.03928571428571429,5.0,2,0.4666666666666667,0.4,0.2,2,2,1,-0.39999999999999997,-0.03214285714285714,10.0,4, R
101,F, i+,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.017857142857142877,10.0,4,0.6,0.7,0.6,3,3,3,0.19999999999999996,-0.007142857142857134,10.0,4,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.025000000000000015,10.0,4,0.3333333333333333,0.1,0.0,2,1,1,-0.8,-0.07500000000000001,10.0,4, R
102,F,i-,0.8666666666666667,1.0,1.0,4,4,4,0.4,0.04642857142857143,10.0,4,0.6666666666666666,0.6,0.4,3,3,2,-0.4,-0.04285714285714286,4.0,2,0.8,0.8,0.8,4,4,4,0.0,0.02142857142857143,10.0,4,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.01785714285714285,4.0,2, I1D
103,F, i+,0.8,0.8,0.6,4,4,3,-0.20000000000000007,-0.010714285714285704,2.0,1,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.03214285714285714,4.0,2,0.4,0.3,0.4,2,2,2,-0.19999999999999996,-0.014285714285714294,8.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.010714285714285721,7.0,3, R
104,F,i-,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.01785714285714287,10.0,4,0.6,0.6,0.6,3,3,3,0.0,-0.003571428571428576,10.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,0.0035714285714285865,10.0,4,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.03571428571428572,10.0,4, I1D
105,F, i+,0.9333333333333333,0.9,1.0,4,4,4,0.0,0.007142857142857159,3.0,2,0.7333333333333333,0.6,0.6,3,3,3,-0.4,-0.03571428571428571,8.0,4,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.024999999999999994,5.0,2,0.4,0.2,0.4,2,1,2,-0.4,-0.039285714285714285,10.0,4, R
106,F, i+,0.8,1.0,1.0,4,4,4,0.6,0.057142857142857155,2.0,1,0.7333333333333333,0.7,0.6,3,3,3,-0.20000000000000007,-0.021428571428571422,6.0,3,0.6666666666666666,0.7,1.0,3,3,4,0.4,0.03214285714285716,8.0,4,0.6666666666666666,0.6,0.8,3,3,4,0.0,0.0035714285714285848,10.0,4, 2D
107,F,i-,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.014285714285714287,3.0,2,0.8,0.9,0.8,4,4,4,0.20000000000000007,0.0035714285714285865,3.0,2,0.5333333333333333,0.6,0.4,3,3,2,0.0,-0.007142857142857135,9.0,4,0.9333333333333333,0.9,1.0,4,4,4,0.0,1.3877787807814457e-17,5.0,3, 2D
108,F,i-,0.6666666666666666,0.7,0.8,3,3,4,0.20000000000000007,0.0035714285714285813,8.0,4,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.025,4.0,2,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.0035714285714285865,9.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-1.3877787807814457e-17,9.0,4, R
109,F,i-,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.017857142857142877,1.0,1,0.8666666666666667,0.9,1.0,4,4,4,0.19999999999999996,0.010714285714285732,4.0,2,0.4,0.3,0.2,2,2,1,-0.39999999999999997,-0.053571428571428575,10.0,4,0.3333333333333333,0.1,0.0,2,1,1,-0.8,-0.07142857142857144,10.0,4,1D
110,F, i+,0.6,0.7,0.8,3,3,4,0.4,0.04642857142857144,9.0,4,0.4,0.4,0.4,2,2,2,0.0,0.014285714285714284,10.0,4,0.4666666666666667,0.5,0.6,2,3,3,0.19999999999999996,0.03571428571428571,10.0,4,0.6,0.6,0.8,3,3,4,0.20000000000000007,0.014285714285714297,8.0,4,1D
111,F,i-,0.6666666666666666,0.8,0.8,3,4,4,0.4,0.057142857142857155,9.0,4,0.6666666666666666,0.7,0.6,3,3,3,0.0,-3.469446951953614e-18,8.0,4,0.26666666666666666,0.4,0.6,2,2,3,0.6,0.07142857142857145,2.0,1,0.3333333333333333,0.4,0.2,2,2,1,0.0,-0.003571428571428577,5.0,2, R
112,F, i+,0.6,0.7,1.0,3,3,4,0.6,0.06071428571428572,8.0,4,0.5333333333333333,0.3,0.4,3,2,2,-0.6,-0.05,7.0,3,0.5333333333333333,0.5,0.6,3,3,3,0.0,0.007142857142857138,9.0,4,0.5333333333333333,0.4,0.4,3,2,2,-0.4,-0.04285714285714286,7.0,3, 2D
113,F,i-,0.8,1.0,1.0,4,4,4,0.6,0.057142857142857155,4.0,2,0.8666666666666667,0.8,0.8,4,4,4,-0.19999999999999996,-0.021428571428571422,2.0,1,0.4666666666666667,0.2,0.0,2,1,1,-1.0,-0.08571428571428573,10.0,4,0.4666666666666667,0.4,0.2,2,2,1,-0.39999999999999997,-0.05714285714285715,10.0,4, R
114,F, i+,0.3333333333333333,0.5,0.6,2,3,3,0.6,0.060714285714285735,8.0,4,0.6,0.6,0.4,3,3,2,-0.19999999999999996,-0.03214285714285714,6.0,3,0.5333333333333333,0.6,0.2,3,3,1,-0.2,-0.0035714285714285796,4.0,2,0.4,0.4,0.2,2,2,1,-0.2,-3.469446951953614e-18,7.0,3, I1D
115,F,i-,0.4,0.4,0.4,2,2,2,0.0,0.007142857142857138,9.0,4,0.6,0.7,0.8,3,3,4,0.4,0.03571428571428574,3.0,2,0.4666666666666667,0.5,0.4,2,3,2,0.0,0.01428571428571428,8.0,4,0.4666666666666667,0.4,0.4,2,2,2,-0.19999999999999996,-0.028571428571428584,7.0,3, 2D
116,F,i-,0.8,0.9,1.0,4,4,4,0.4,0.039285714285714285,1.0,1,0.7333333333333333,0.8,0.6,3,4,3,0.0,-0.007142857142857154,1.0,1,0.5333333333333333,0.5,0.4,3,3,2,-0.19999999999999996,-0.017857142857142856,7.0,3,0.4,0.5,0.4,2,3,2,0.2,0.014285714285714284,7.0,3, 2D
117,F,i-,0.7333333333333333,0.7,0.8,3,3,4,0.0,-6.938893903907228e-18,6.0,3,0.8,0.8,0.8,4,4,4,0.0,0.014285714285714303,3.0,2,0.6666666666666666,0.8,0.6,3,4,3,0.19999999999999996,0.014285714285714304,8.0,4,0.6,0.8,1.0,3,4,4,0.8,0.08571428571428574,8.0,4, I1D
118,F, i+,0.9333333333333333,1.0,1.0,4,4,4,0.19999999999999996,0.017857142857142877,3.0,2,0.7333333333333333,0.8,0.6,3,4,3,0.0,0.007142857142857131,5.0,2,0.6,0.7,0.6,3,3,3,0.19999999999999996,0.03571428571428572,8.0,4,0.5333333333333333,0.6,0.6,3,3,3,0.19999999999999996,0.01785714285714286,10.0,4, R
119,F,i-,0.4666666666666667,0.6,0.6,2,3,3,0.39999999999999997,0.032142857142857154,5.0,3,0.8,0.8,0.8,4,4,4,0.0,-0.010714285714285704,9.0,4,0.4666666666666667,0.6,0.8,2,3,4,0.6000000000000001,0.05357142857142858,10.0,4,0.3333333333333333,0.5,0.6,2,3,3,0.6,0.05714285714285716,8.0,4, 2D
