sid,grp,cnd,fam,tid,tord,pc_grand,pc_first,pc_last,dpc,alltime,freetime,nblocks,avstreak,lrn,int,comp,time,prog,rule,lrn2,nlrn,nint,ncomp,ntime,nprog,nrule,nlrn2
270,S,i-,Bear,4_R,4,0.5268817204301075,0.4666666666666667,0.4,0.0,0.3,0.312,2,39.0,10,10,10,7,1,3,1,4.75,4.75,4.75,1.75,-4.25,-2.25,-4.25
271,S,i+,Squid,1_1D,2,0.8488372093023255,0.8666666666666667,0.7333333333333333,0.0,0.27741935483870966,0.284,2,35.5,7,5,1,10,10,10,5,-0.6071428571428568,-2.6071428571428568,-6.607142857142857,2.3928571428571432,2.3928571428571432,2.3928571428571432,-2.6071428571428568
271,S,i+,Bear,2_I1D,1,0.8431372549019608,0.8,0.8666666666666667,0.06666666666666665,0.16451612903225807,0.144,1,36.0,5,7,5,5,8,10,10,-2.6071428571428568,-0.6071428571428568,-2.6071428571428568,-2.6071428571428568,0.39285714285714324,2.3928571428571432,2.3928571428571432
271,S,i+,Bunny,3_2D,4,0.6666666666666666,0.6,0.4666666666666667,0.0,0.3967741935483871,0.432,1,108.0,10,8,8,4,7,9,10,2.3928571428571432,0.39285714285714324,0.39285714285714324,-3.6071428571428568,-0.6071428571428568,1.3928571428571432,2.3928571428571432
271,S,i+,Green,4_R,3,0.4,0.3333333333333333,0.4666666666666667,0.13333333333333336,0.16129032258064516,0.14,1,35.0,9,10,10,7,5,8,10,1.3928571428571432,2.3928571428571432,2.3928571428571432,-0.6071428571428568,-2.6071428571428568,0.39285714285714324,2.3928571428571432
272,S,i-,Bunny,1_1D,4,0.8850574712643678,0.5333333333333333,1.0,0.4666666666666667,0.2806451612903226,0.288,2,36.0,5,1,1,1,10,10,1,-0.2142857142857144,-4.214285714285714,-4.214285714285714,-4.214285714285714,4.785714285714286,4.785714285714286,-4.214285714285714
272,S,i-,Green,2_I1D,1,0.9315068493150684,0.8,1.0,0.19999999999999996,0.23548387096774193,0.232,2,29.0,1,1,1,1,10,10,1,-4.214285714285714,-4.214285714285714,-4.214285714285714,-4.214285714285714,4.785714285714286,4.785714285714286,-4.214285714285714
272,S,i-,Squid,3_2D,3,0.46153846153846156,0.5333333333333333,0.3333333333333333,0.0,0.12580645161290321,0.096,2,12.0,10,10,10,10,1,1,1,4.785714285714286,4.785714285714286,4.785714285714286,4.785714285714286,-4.214285714285714,-4.214285714285714,-4.214285714285714
272,S,i-,Bear,4_R,2,0.5585585585585585,0.7333333333333333,0.4666666666666667,0.0,0.3580645161290323,0.384,3,32.0,10,10,10,10,3,3,3,4.785714285714286,4.785714285714286,4.785714285714286,4.785714285714286,-2.2142857142857144,-2.2142857142857144,-2.2142857142857144
273,S,i-,Bear,1_1D,2,0.9078947368421053,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.24516129032258063,0.244,3,20.333333333333332,7,1,1,1,10,10,1,1.0357142857142856,-4.964285714285714,-4.964285714285714,-4.964285714285714,4.035714285714286,4.035714285714286,-4.964285714285714
273,S,i-,Bunny,2_I1D,1,0.5964912280701754,0.8,0.4666666666666667,0.0,0.18387096774193548,0.168,2,21.0,3,8,8,4,4,7,6,-2.9642857142857144,2.0357142857142856,2.0357142857142856,-1.9642857142857144,-1.9642857142857144,1.0357142857142856,0.03571428571428559
273,S,i-,Squid,3_2D,3,0.5955056179775281,0.4666666666666667,0.6,0.1333333333333333,0.2870967741935484,0.296,3,24.666666666666668,10,10,7,8,3,7,7,4.035714285714286,4.035714285714286,1.0357142857142856,2.0357142857142856,-2.9642857142857144,1.0357142857142856,1.0357142857142856
273,S,i-,Green,4_R,4,0.4659090909090909,0.5333333333333333,0.26666666666666666,0.0,0.2838709677419355,0.292,4,18.25,9,10,10,8,2,2,3,3.0357142857142856,4.035714285714286,4.035714285714286,2.0357142857142856,-3.9642857142857144,-3.9642857142857144,-2.9642857142857144
274,S,i-,Bunny,1_1D,3,0.7872340425531915,0.7333333333333333,0.8666666666666667,0.13333333333333341,0.15161290322580645,0.128,2,16.0,5,5,2,3,10,10,1,-1.9642857142857144,-1.9642857142857144,-4.964285714285714,-3.9642857142857144,3.0357142857142856,3.0357142857142856,-5.964285714285714
274,S,i-,Green,2_I1D,2,0.7777777777777778,0.7333333333333333,0.8,0.06666666666666676,0.17419354838709677,0.156,2,19.5,6,5,2,3,10,10,1,-0.9642857142857144,-1.9642857142857144,-4.964285714285714,-3.9642857142857144,3.0357142857142856,3.0357142857142856,-5.964285714285714
274,S,i-,Squid,3_2D,4,0.49074074074074076,0.26666666666666666,0.6,0.3333333333333333,0.34838709677419355,0.372,3,31.0,10,10,9,9,7,6,10,3.0357142857142856,3.0357142857142856,2.0357142857142856,2.0357142857142856,0.03571428571428559,-0.9642857142857144,3.0357142857142856
274,S,i-,Bear,4_R,1,0.5148514851485149,0.3333333333333333,0.6,0.26666666666666666,0.3258064516129032,0.344,3,28.666666666666668,10,10,10,9,7,5,10,3.0357142857142856,3.0357142857142856,3.0357142857142856,2.0357142857142856,0.03571428571428559,-1.9642857142857144,3.0357142857142856
275,S,i-,Green,1_1D,3,0.8813559322033898,0.7333333333333333,1.0,0.2666666666666667,0.19032258064516128,0.176,2,22.0,4,2,1,1,6,10,1,-1.6785714285714288,-3.678571428571429,-4.678571428571429,-4.678571428571429,0.3214285714285712,4.321428571428571,-4.678571428571429
275,S,i-,Bunny,2_I1D,2,0.6851851851851852,0.6666666666666666,0.9333333333333333,0.2666666666666667,0.17419354838709677,0.156,1,39.0,6,7,5,4,9,10,1,0.3214285714285712,1.3214285714285712,-0.6785714285714288,-1.6785714285714288,3.321428571428571,4.321428571428571,-4.678571428571429
275,S,i-,Squid,3_2D,4,0.7256637168141593,0.4666666666666667,0.8666666666666667,0.4,0.36451612903225805,0.392,2,49.0,5,7,6,6,10,10,1,-0.6785714285714288,1.3214285714285712,0.3214285714285712,0.3214285714285712,4.321428571428571,4.321428571428571,-4.678571428571429
275,S,i-,Bear,4_R,1,0.5,0.6666666666666666,0.5333333333333333,0.0,0.2709677419354839,0.276,3,23.0,8,10,10,9,3,1,6,2.321428571428571,4.321428571428571,4.321428571428571,3.321428571428571,-2.678571428571429,-4.678571428571429,0.3214285714285712
276,S,i+,Bear,1_1D,3,0.9333333333333333,0.8666666666666667,1.0,0.1333333333333333,0.1935483870967742,0.18,1,45.0,10,10,1,9,10,10,10,1.75,1.75,-7.25,0.75,1.75,1.75,1.75
276,S,i+,Squid,2_I1D,4,0.9076923076923077,0.8666666666666667,1.0,0.1333333333333333,0.20967741935483872,0.2,2,25.0,10,10,3,9,10,10,10,1.75,1.75,-5.25,0.75,1.75,1.75,1.75
276,S,i+,Green,3_2D,1,0.5714285714285714,0.6,0.5333333333333333,0.0,0.22580645161290322,0.22,1,55.0,10,8,10,10,5,1,10,1.75,-0.25,1.75,1.75,-3.25,-7.25,1.75
276,S,i+,Bunny,4_R,2,0.5739130434782609,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.3709677419354839,0.4,2,50.0,10,8,10,10,6,1,10,1.75,-0.25,1.75,1.75,-2.25,-7.25,1.75
277,S,i+,Bunny,1_1D,1,0.8461538461538461,0.8,1.0,0.19999999999999996,0.16774193548387098,0.148,2,18.5,4,1,1,1,10,10,1,-1.6428571428571432,-4.642857142857143,-4.642857142857143,-4.642857142857143,4.357142857142857,4.357142857142857,-4.642857142857143
277,S,i+,Bear,2_I1D,3,0.78,0.5333333333333333,1.0,0.4666666666666667,0.16129032258064516,0.14,2,17.5,7,1,1,2,9,9,2,1.3571428571428568,-4.642857142857143,-4.642857142857143,-3.6428571428571432,3.3571428571428568,3.3571428571428568,-3.6428571428571432
277,S,i+,Green,3_2D,4,0.6229508196721312,0.6,0.7333333333333333,0.1333333333333333,0.1967741935483871,0.184,2,23.0,8,10,7,9,3,3,8,2.3571428571428568,4.357142857142857,1.3571428571428568,3.3571428571428568,-2.6428571428571432,-2.6428571428571432,2.3571428571428568
277,S,i+,Squid,4_R,2,0.5102040816326531,0.4666666666666667,0.8,0.33333333333333337,0.47419354838709676,0.528,2,66.0,7,10,10,7,4,3,10,1.3571428571428568,4.357142857142857,4.357142857142857,1.3571428571428568,-1.6428571428571432,-2.6428571428571432,4.357142857142857
278,S,i+,Green,1_1D,1,0.8857142857142857,0.8,1.0,0.19999999999999996,0.11290322580645161,0.08,1,20.0,5,7,1,1,10,10,1,-1.5714285714285712,0.4285714285714288,-5.571428571428571,-5.571428571428571,3.428571428571429,3.428571428571429,-5.571428571428571
278,S,i+,Squid,2_I1D,4,0.9333333333333333,0.8666666666666667,1.0,0.1333333333333333,0.14516129032258066,0.12,1,30.0,7,7,1,1,10,10,1,0.4285714285714288,0.4285714285714288,-5.571428571428571,-5.571428571428571,3.428571428571429,3.428571428571429,-5.571428571428571
278,S,i+,Bear,3_2D,3,0.5304347826086957,0.06666666666666667,0.6,0.5333333333333333,0.3709677419354839,0.4,1,100.0,10,9,8,9,7,7,8,3.428571428571429,2.428571428571429,1.4285714285714288,2.428571428571429,0.4285714285714288,0.4285714285714288,1.4285714285714288
278,S,i+,Bunny,4_R,2,0.5565217391304348,0.7333333333333333,0.7333333333333333,0.0,0.3709677419354839,0.4,1,100.0,7,10,10,10,3,4,10,0.4285714285714288,3.428571428571429,3.428571428571429,3.428571428571429,-3.571428571428571,-2.571428571428571,3.428571428571429
279,S,i+,Bear,1_1D,2,0.9090909090909091,0.8666666666666667,0.9333333333333333,0.06666666666666665,0.1064516129032258,0.072,2,9.0,2,3,2,5,9,9,4,-3.7857142857142856,-2.7857142857142856,-3.7857142857142856,-0.7857142857142856,3.2142857142857144,3.2142857142857144,-1.7857142857142856
279,S,i+,Squid,2_I1D,1,0.8787878787878788,0.8,0.9333333333333333,0.1333333333333333,0.1064516129032258,0.072,2,9.0,2,5,3,5,8,8,3,-3.7857142857142856,-0.7857142857142856,-2.7857142857142856,-0.7857142857142856,2.2142857142857144,2.2142857142857144,-2.7857142857142856
279,S,i+,Bunny,3_2D,4,0.7555555555555555,0.7333333333333333,0.7333333333333333,0.0,0.14516129032258066,0.12,2,15.0,8,4,7,6,8,8,4,2.2142857142857144,-1.7857142857142856,1.2142857142857144,0.2142857142857144,2.2142857142857144,2.2142857142857144,-1.7857142857142856
279,S,i+,Green,4_R,3,0.507537688442211,0.5333333333333333,0.6,0.06666666666666665,0.6419354838709678,0.736,4,46.0,10,8,10,10,2,1,8,4.214285714285714,2.2142857142857144,4.214285714285714,4.214285714285714,-3.7857142857142856,-4.785714285714286,2.2142857142857144
280,S,i+,Bunny,1_1D,1,0.6829268292682927,0.4,0.9333333333333333,0.5333333333333333,0.13225806451612904,0.104,2,13.0,10,10,1,2,9,10,2,3.071428571428571,3.071428571428571,-5.928571428571429,-4.928571428571429,2.071428571428571,3.071428571428571,-4.928571428571429
280,S,i+,Green,2_I1D,2,0.8518518518518519,0.6666666666666666,1.0,0.33333333333333337,0.17419354838709677,0.156,2,19.5,10,10,1,3,10,10,1,3.071428571428571,3.071428571428571,-5.928571428571429,-3.928571428571429,3.071428571428571,3.071428571428571,-5.928571428571429
280,S,i+,Squid,3_2D,3,0.7704918032786885,0.6,1.0,0.4,0.3935483870967742,0.428,3,35.666666666666664,10,10,4,6,8,10,1,3.071428571428571,3.071428571428571,-2.928571428571429,-0.9285714285714288,1.0714285714285712,3.071428571428571,-5.928571428571429
280,S,i+,Bear,4_R,4,0.5806451612903226,0.6666666666666666,0.6,0.0,0.3,0.312,3,26.0,10,10,10,10,1,5,10,3.071428571428571,3.071428571428571,3.071428571428571,3.071428571428571,-5.928571428571429,-1.9285714285714288,3.071428571428571
281,S,i-,Bunny,1_1D,3,0.9411764705882353,0.8666666666666667,1.0,0.1333333333333333,0.10967741935483871,0.076,3,6.333333333333333,6,5,1,1,10,10,6,-0.8214285714285712,-1.8214285714285712,-5.821428571428571,-5.821428571428571,3.178571428571429,3.178571428571429,-0.8214285714285712
281,S,i-,Bear,2_I1D,2,0.7936507936507936,0.8666666666666667,0.6666666666666666,0.0,0.2032258064516129,0.192,3,16.0,6,6,5,8,8,10,10,-0.8214285714285712,-0.8214285714285712,-1.8214285714285712,1.1785714285714288,1.1785714285714288,3.178571428571429,3.178571428571429
281,S,i-,Squid,3_2D,4,0.5769230769230769,0.7333333333333333,0.2,0.0,0.33548387096774196,0.356,4,22.25,6,10,10,9,4,4,7,-0.8214285714285712,3.178571428571429,3.178571428571429,2.178571428571429,-2.821428571428571,-2.821428571428571,0.17857142857142883
281,S,i-,Green,4_R,1,0.5779816513761468,0.5333333333333333,0.4666666666666667,0.0,0.35161290322580646,0.376,3,31.333333333333332,10,8,8,10,2,4,7,3.178571428571429,1.1785714285714288,1.1785714285714288,3.178571428571429,-4.821428571428571,-2.821428571428571,0.17857142857142883
282,S,i+,Bunny,1_1D,3,0.7761194029850746,0.6666666666666666,1.0,0.33333333333333337,0.2161290322580645,0.208,1,52.0,6,5,3,2,10,10,1,0.5714285714285712,-0.4285714285714288,-2.428571428571429,-3.428571428571429,4.571428571428571,4.571428571428571,-4.428571428571429
282,S,i+,Bear,2_I1D,1,0.7794117647058824,0.8,0.9333333333333333,0.1333333333333333,0.21935483870967742,0.212,1,53.0,8,8,7,4,6,5,4,2.571428571428571,2.571428571428571,1.5714285714285712,-1.4285714285714288,0.5714285714285712,-0.4285714285714288,-1.4285714285714288
282,S,i+,Squid,3_2D,2,0.6857142857142857,0.4666666666666667,0.8666666666666667,0.4,0.11290322580645161,0.08,1,20.0,5,6,4,3,8,8,3,-0.4285714285714288,0.5714285714285712,-1.4285714285714288,-2.428571428571429,2.571428571428571,2.571428571428571,-2.428571428571429
282,S,i+,Green,4_R,4,0.44285714285714284,0.5333333333333333,0.6,0.06666666666666665,0.45161290322580644,0.5,1,125.0,2,3,10,10,3,2,6,-3.428571428571429,-2.428571428571429,4.571428571428571,4.571428571428571,-2.428571428571429,-3.428571428571429,0.5714285714285712
283,S,i-,Bear,1_1D,1,0.7651515151515151,0.7333333333333333,0.6,0.0,0.4258064516129032,0.468,6,19.5,8,9,8,9,7,10,7,0.39285714285714324,1.3928571428571432,0.39285714285714324,1.3928571428571432,-0.6071428571428568,2.3928571428571432,-0.6071428571428568
283,S,i-,Bunny,2_I1D,2,0.5411764705882353,0.5333333333333333,0.6,0.06666666666666665,0.27419354838709675,0.28,6,11.666666666666666,9,6,9,8,8,7,8,1.3928571428571432,-1.6071428571428568,1.3928571428571432,0.39285714285714324,0.39285714285714324,-0.6071428571428568,0.39285714285714324
283,S,i-,Green,3_2D,3,0.44680851063829785,0.5333333333333333,0.26666666666666666,0.0,0.15161290322580645,0.128,3,10.666666666666666,7,7,6,7,5,6,7,-0.6071428571428568,-0.6071428571428568,-1.6071428571428568,-0.6071428571428568,-2.6071428571428568,-1.6071428571428568,-0.6071428571428568
283,S,i-,Squid,4_R,4,0.5217391304347826,0.5333333333333333,0.6,0.06666666666666665,0.14838709677419354,0.124,3,10.333333333333334,7,9,9,8,8,8,6,-0.6071428571428568,1.3928571428571432,1.3928571428571432,0.39285714285714324,0.39285714285714324,0.39285714285714324,-1.6071428571428568
284,S,i+,Green,1_1D,2,0.85,0.9333333333333333,0.8,0.0,0.06451612903225806,0.02,1,5.0,3,6,1,1,10,10,10,-3.0,0.0,-5.0,-5.0,4.0,4.0,4.0
284,S,i+,Bear,2_I1D,1,0.8596491228070176,0.8,1.0,0.19999999999999996,0.36774193548387096,0.396,2,49.5,3,6,1,3,10,10,10,-3.0,0.0,-5.0,-3.0,4.0,4.0,4.0
284,S,i+,Bunny,3_2D,4,0.8260869565217391,0.8666666666666667,0.8666666666666667,0.0,0.22258064516129034,0.216,1,54.0,3,6,1,1,10,10,10,-3.0,0.0,-5.0,-5.0,4.0,4.0,4.0
284,S,i+,Squid,4_R,3,0.4205607476635514,0.26666666666666666,0.4666666666666667,0.2,0.34516129032258064,0.368,3,30.666666666666668,10,10,10,10,1,1,1,4.0,4.0,4.0,4.0,-5.0,-5.0,-5.0
285,S,i+,Bunny,1_1D,3,0.5277777777777778,0.4666666666666667,0.6,0.1333333333333333,0.11612903225806452,0.084,2,10.5,10,10,5,8,7,9,7,3.75,3.75,-1.25,1.75,0.75,2.75,0.75
285,S,i+,Bear,2_I1D,4,0.5602409638554217,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.535483870967742,0.604,1,151.0,10,10,7,8,5,6,7,3.75,3.75,0.75,1.75,-1.25,-0.25,0.75
285,S,i+,Green,3_2D,2,0.7419354838709677,0.8,0.6666666666666666,0.0,0.3,0.312,1,78.0,1,7,3,3,8,10,9,-5.25,0.75,-3.25,-3.25,1.75,3.75,2.75
285,S,i+,Squid,4_R,1,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.04838709677419355,0.0,0,0.0,10,1,10,1,1,1,1,3.75,-5.25,3.75,-5.25,-5.25,-5.25,-5.25
286,S,i+,Squid,1_1D,1,0.7586206896551724,0.6666666666666666,0.8666666666666667,0.20000000000000007,0.0935483870967742,0.056,1,14.0,3,1,2,2,9,10,3,-2.6071428571428568,-4.607142857142857,-3.6071428571428568,-3.6071428571428568,3.3928571428571432,4.392857142857143,-2.6071428571428568
286,S,i+,Green,2_I1D,3,0.7,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.0967741935483871,0.06,1,15.0,9,4,1,3,10,10,1,3.3928571428571432,-1.6071428571428568,-4.607142857142857,-2.6071428571428568,4.392857142857143,4.392857142857143,-4.607142857142857
286,S,i+,Bear,3_2D,4,0.8,0.6666666666666666,0.9333333333333333,0.2666666666666667,0.11290322580645161,0.08,1,20.0,7,2,8,2,7,10,2,1.3928571428571432,-3.6071428571428568,2.3928571428571432,-3.6071428571428568,1.3928571428571432,4.392857142857143,-3.6071428571428568
286,S,i+,Bunny,4_R,2,0.5138888888888888,0.5333333333333333,0.5333333333333333,0.0,0.6967741935483871,0.804,2,100.5,8,9,10,9,2,3,10,2.3928571428571432,3.3928571428571432,4.392857142857143,3.3928571428571432,-3.6071428571428568,-2.6071428571428568,4.392857142857143
287,S,i-,Bear,1_1D,3,0.9,0.8666666666666667,1.0,0.1333333333333333,0.06451612903225806,0.02,1,5.0,3,10,1,1,10,10,2,-3.3571428571428568,3.6428571428571432,-5.357142857142857,-5.357142857142857,3.6428571428571432,3.6428571428571432,-4.357142857142857
287,S,i-,Green,2_I1D,1,0.8620689655172413,0.8,0.9333333333333333,0.1333333333333333,0.0935483870967742,0.056,1,14.0,5,10,3,3,8,10,3,-1.3571428571428568,3.6428571428571432,-3.3571428571428568,-3.3571428571428568,1.6428571428571432,3.6428571428571432,-3.3571428571428568
287,S,i-,Squid,3_2D,4,0.6976744186046512,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.27741935483870966,0.284,3,23.666666666666668,10,10,6,6,5,8,4,3.6428571428571432,3.6428571428571432,-0.35714285714285676,-0.35714285714285676,-1.3571428571428568,1.6428571428571432,-2.3571428571428568
287,S,i-,Bunny,4_R,2,0.5028571428571429,0.6666666666666666,0.4,0.0,0.5645161290322581,0.64,4,40.0,7,10,10,10,1,2,10,0.6428571428571432,3.6428571428571432,3.6428571428571432,3.6428571428571432,-5.357142857142857,-4.357142857142857,3.6428571428571432
288,S,i-,Bunny,1_1D,3,0.7931034482758621,0.7333333333333333,1.0,0.2666666666666667,0.1870967741935484,0.172,1,43.0,2,3,1,2,10,10,1,-3.6071428571428568,-2.6071428571428568,-4.607142857142857,-3.6071428571428568,4.392857142857143,4.392857142857143,-4.607142857142857
288,S,i-,Green,2_I1D,2,0.8297872340425532,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.15161290322580645,0.128,2,16.0,9,2,1,3,9,10,1,3.3928571428571432,-3.6071428571428568,-4.607142857142857,-2.6071428571428568,3.3928571428571432,4.392857142857143,-4.607142857142857
288,S,i-,Bear,3_2D,1,0.6865671641791045,0.5333333333333333,0.7333333333333333,0.19999999999999996,0.2161290322580645,0.208,3,17.333333333333332,9,7,5,7,6,7,0,3.3928571428571432,1.3928571428571432,-0.6071428571428568,1.3928571428571432,0.39285714285714324,1.3928571428571432,-5.607142857142857
288,S,i-,Squid,4_R,4,0.5,0.5333333333333333,0.5333333333333333,0.0,0.44516129032258067,0.492,2,61.5,10,9,9,9,3,2,10,4.392857142857143,3.3928571428571432,3.3928571428571432,3.3928571428571432,-2.6071428571428568,-3.6071428571428568,4.392857142857143
289,S,i-,Green,1_1D,3,0.9615384615384616,1.0,0.9333333333333333,0.0,0.08387096774193549,0.044,1,11.0,5,4,5,1,8,8,6,-1.0357142857142856,-2.0357142857142856,-1.0357142857142856,-5.035714285714286,1.9642857142857144,1.9642857142857144,-0.03571428571428559
289,S,i-,Bunny,2_I1D,4,0.6716417910447762,0.3333333333333333,0.9333333333333333,0.6000000000000001,0.2161290322580645,0.208,1,52.0,7,9,1,6,10,10,2,0.9642857142857144,2.9642857142857144,-5.035714285714286,-0.03571428571428559,3.9642857142857144,3.9642857142857144,-4.035714285714286
289,S,i-,Squid,3_2D,2,0.7435897435897436,0.6,0.9333333333333333,0.33333333333333337,0.12580645161290321,0.096,1,24.0,6,6,4,6,8,9,6,-0.03571428571428559,-0.03571428571428559,-2.0357142857142856,-0.03571428571428559,1.9642857142857144,2.9642857142857144,-0.03571428571428559
289,S,i-,Bear,4_R,1,0.5393258426966292,0.7333333333333333,0.6666666666666666,0.0,0.5741935483870968,0.652,2,81.5,7,2,10,10,3,2,8,0.9642857142857144,-4.035714285714286,3.9642857142857144,3.9642857142857144,-3.0357142857142856,-4.035714285714286,1.9642857142857144
290,S,i+,Bear,1_1D,2,0.6862745098039216,0.4666666666666667,0.9333333333333333,0.4666666666666667,0.16451612903225807,0.144,3,12.0,7,3,1,1,10,10,1,0.5,-3.5,-5.5,-5.5,3.5,3.5,-5.5
290,S,i+,Green,2_I1D,4,0.48863636363636365,0.2,0.6,0.39999999999999997,0.2838709677419355,0.292,4,18.25,10,7,5,9,7,9,2,3.5,0.5,-1.5,2.5,0.5,2.5,-4.5
290,S,i+,Squid,3_2D,1,0.5783132530120482,0.3333333333333333,0.6,0.26666666666666666,0.267741935483871,0.272,2,34.0,9,7,3,7,9,9,4,2.5,0.5,-3.5,0.5,2.5,2.5,-2.5
290,S,i+,Bunny,4_R,3,0.45454545454545453,0.2,0.4666666666666667,0.26666666666666666,0.2838709677419355,0.292,3,24.333333333333332,10,9,10,10,2,1,10,3.5,2.5,3.5,3.5,-4.5,-5.5,3.5
291,S,i+,Green,1_1D,2,0.9117647058823529,0.8,1.0,0.19999999999999996,0.10967741935483871,0.076,1,19.0,4,9,3,3,9,9,2,-2.5357142857142856,2.4642857142857144,-3.5357142857142856,-3.5357142857142856,2.4642857142857144,2.4642857142857144,-4.535714285714286
291,S,i+,Bear,2_I1D,1,0.8780487804878049,0.8,1.0,0.19999999999999996,0.13225806451612904,0.104,1,26.0,4,7,2,2,10,9,3,-2.5357142857142856,0.4642857142857144,-4.535714285714286,-4.535714285714286,3.4642857142857144,2.4642857142857144,-3.5357142857142856
291,S,i+,Squid,3_2D,3,0.7321428571428571,0.7333333333333333,0.8,0.06666666666666676,0.18064516129032257,0.164,1,41.0,8,10,8,8,6,4,10,1.4642857142857144,3.4642857142857144,1.4642857142857144,1.4642857142857144,-0.5357142857142856,-2.5357142857142856,3.4642857142857144
291,S,i+,Bunny,4_R,4,0.5027932960893855,0.5333333333333333,0.6,0.06666666666666665,0.5774193548387097,0.656,1,164.0,10,10,10,10,2,1,10,3.4642857142857144,3.4642857142857144,3.4642857142857144,3.4642857142857144,-4.535714285714286,-5.535714285714286,3.4642857142857144
292,S,i+,Bear,1_1D,3,0.8426966292134831,0.6,0.9333333333333333,0.33333333333333337,0.2870967741935484,0.296,1,74.0,6,6,4,7,10,10,10,-0.6071428571428568,-0.6071428571428568,-2.6071428571428568,0.39285714285714324,3.3928571428571432,3.3928571428571432,3.3928571428571432
292,S,i+,Squid,2_I1D,1,0.9285714285714286,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.5870967741935483,0.668,2,83.5,8,10,3,10,10,10,10,1.3928571428571432,3.3928571428571432,-3.6071428571428568,3.3928571428571432,3.3928571428571432,3.3928571428571432,3.3928571428571432
292,S,i+,Green,3_2D,2,0.5833333333333334,0.8,0.5333333333333333,0.0,0.07741935483870968,0.036,1,9.0,9,9,7,3,5,6,6,2.3928571428571432,2.3928571428571432,0.39285714285714324,-3.6071428571428568,-1.6071428571428568,-0.6071428571428568,-0.6071428571428568
292,S,i+,Bunny,4_R,4,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.04838709677419355,0.0,0,0.0,3,7,10,1,2,1,2,-3.6071428571428568,0.39285714285714324,3.3928571428571432,-5.607142857142857,-4.607142857142857,-5.607142857142857,-4.607142857142857
293,S,i+,Bunny,1_1D,4,0.6206896551724138,0.4666666666666667,0.7333333333333333,0.2666666666666666,0.0935483870967742,0.056,1,14.0,10,5,5,6,9,10,1,3.571428571428571,-1.4285714285714288,-1.4285714285714288,-0.4285714285714288,2.571428571428571,3.571428571428571,-5.428571428571429
293,S,i+,Squid,2_I1D,1,0.8,0.8,0.8,0.0,0.04838709677419355,0.0,0,0.0,2,6,3,2,7,10,1,-4.428571428571429,-0.4285714285714288,-3.428571428571429,-4.428571428571429,0.5714285714285712,3.571428571428571,-5.428571428571429
293,S,i+,Green,3_2D,2,0.7352941176470589,0.6666666666666666,0.8,0.13333333333333341,0.10967741935483871,0.076,1,19.0,4,7,8,7,9,8,3,-2.428571428571429,0.5714285714285712,1.5714285714285712,0.5714285714285712,2.571428571428571,1.5714285714285712,-3.428571428571429
293,S,i+,Bear,4_R,3,0.521551724137931,0.4,0.4,0.0,0.7483870967741936,0.868,1,217.0,9,10,10,10,5,3,10,2.571428571428571,3.571428571428571,3.571428571428571,3.571428571428571,-1.4285714285714288,-3.428571428571429,3.571428571428571
294,S,i+,Bear,1_1D,4,0.56,0.6,0.6,0.0,0.24193548387096775,0.24,1,60.0,8,10,3,6,8,6,9,1.0,3.0,-4.0,-1.0,1.0,-1.0,2.0
294,S,i+,Green,2_I1D,2,0.56,0.6,0.4666666666666667,0.0,0.24193548387096775,0.24,1,60.0,8,6,7,6,7,6,8,1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0
294,S,i+,Bunny,3_2D,1,0.5647058823529412,0.5333333333333333,0.6,0.06666666666666665,0.27419354838709675,0.28,1,70.0,8,7,8,8,4,6,9,1.0,0.0,1.0,1.0,-3.0,-1.0,2.0
294,S,i+,Squid,4_R,3,0.5733333333333334,0.6666666666666666,0.4,0.0,0.24193548387096775,0.24,1,60.0,9,6,4,6,8,8,7,2.0,-1.0,-3.0,-1.0,1.0,1.0,0.0
295,S,i-,Bear,1_1D,2,0.8620689655172413,0.8,0.9333333333333333,0.1333333333333333,0.0935483870967742,0.056,2,7.0,2,3,2,1,9,10,1,-3.071428571428571,-2.071428571428571,-3.071428571428571,-4.071428571428571,3.928571428571429,4.928571428571429,-4.071428571428571
295,S,i-,Green,2_I1D,3,0.7647058823529411,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.21935483870967742,0.212,3,17.666666666666668,8,3,2,2,9,10,1,2.928571428571429,-2.071428571428571,-3.071428571428571,-3.071428571428571,3.928571428571429,4.928571428571429,-4.071428571428571
295,S,i-,Bunny,3_2D,4,0.7746478873239436,0.4666666666666667,1.0,0.5333333333333333,0.22903225806451613,0.224,2,28.0,8,6,7,3,10,8,2,2.928571428571429,0.9285714285714288,1.9285714285714288,-2.071428571428571,4.928571428571429,2.928571428571429,-3.071428571428571
