sid,grp,cnd,fam,tid,tord,pc_grand,pc_first,pc_last,dpc,alltime,freetime,nblocks,avstreak,lrn,int,comp,time,prog,rule,lrn2,nlrn,nint,ncomp,ntime,nprog,nrule,nlrn2
91,F,i+,Bunny,2_I1D,4,0.7692307692307693,0.6,0.8666666666666667,0.2666666666666667,0.25161290322580643,0.252,3,21.0,6,3,3,2,9,8,9,0.07142857142857117,-2.928571428571429,-2.928571428571429,-3.928571428571429,3.071428571428571,2.071428571428571,3.071428571428571
91,F,i+,Green,3_2D,3,0.796875,0.6666666666666666,0.8666666666666667,0.20000000000000007,0.2064516129032258,0.196,2,24.5,9,7,3,4,8,9,9,3.071428571428571,1.0714285714285712,-2.928571428571429,-1.9285714285714288,2.071428571428571,3.071428571428571,3.071428571428571
91,F,i+,Squid,4_R,1,0.5289256198347108,0.4,0.4666666666666667,0.06666666666666665,0.3903225806451613,0.424,4,26.5,4,10,10,8,1,1,1,-1.9285714285714288,4.071428571428571,4.071428571428571,2.071428571428571,-4.928571428571429,-4.928571428571429,-4.928571428571429
92,F,i-,Squid,1_1D,3,0.9734513274336283,0.8,1.0,0.19999999999999996,0.36451612903225805,0.392,5,19.6,3,2,1,6,3,10,1,-2.428571428571429,-3.428571428571429,-4.428571428571429,0.5714285714285712,-2.428571428571429,4.571428571428571,-4.428571428571429
92,F,i-,Bear,2_I1D,4,0.8113207547169812,0.6,0.9333333333333333,0.33333333333333337,0.17096774193548386,0.152,4,9.5,3,4,2,3,3,10,1,-2.428571428571429,-1.4285714285714288,-3.428571428571429,-2.428571428571429,-2.428571428571429,4.571428571428571,-4.428571428571429
92,F,i-,Green,3_2D,2,0.5522388059701493,0.5333333333333333,0.4,0.0,0.2161290322580645,0.208,6,8.666666666666666,10,8,8,7,8,3,7,4.571428571428571,2.571428571428571,2.571428571428571,1.5714285714285712,2.571428571428571,-2.428571428571429,1.5714285714285712
92,F,i-,Bunny,4_R,1,0.44155844155844154,0.4666666666666667,0.4,0.0,0.24838709677419354,0.248,8,7.75,8,9,10,7,5,3,7,2.571428571428571,3.571428571428571,4.571428571428571,1.5714285714285712,-0.4285714285714288,-2.428571428571429,1.5714285714285712
93,F,i-,Bunny,1_1D,1,0.926829268292683,0.8666666666666667,1.0,0.1333333333333333,0.13225806451612904,0.104,1,26.0,2,2,2,9,7,9,2,-3.8928571428571432,-3.8928571428571432,-3.8928571428571432,3.1071428571428568,1.1071428571428568,3.1071428571428568,-3.8928571428571432
93,F,i-,Bear,2_I1D,4,0.9207317073170732,0.6666666666666666,0.8666666666666667,0.20000000000000007,0.5290322580645161,0.596,1,149.0,8,4,2,9,9,9,2,2.1071428571428568,-1.8928571428571432,-3.8928571428571432,3.1071428571428568,3.1071428571428568,3.1071428571428568,-3.8928571428571432
93,F,i-,Squid,3_2D,3,0.6290322580645161,0.5333333333333333,0.7333333333333333,0.19999999999999996,0.2,0.188,1,47.0,9,9,8,3,6,2,9,3.1071428571428568,3.1071428571428568,2.1071428571428568,-2.8928571428571432,0.10714285714285676,-3.8928571428571432,3.1071428571428568
93,F,i-,Green,4_R,2,0.6511627906976745,0.8666666666666667,0.5333333333333333,0.0,0.13870967741935483,0.112,1,28.0,6,9,9,3,5,2,9,0.10714285714285676,3.1071428571428568,3.1071428571428568,-2.8928571428571432,-0.8928571428571432,-3.8928571428571432,3.1071428571428568
94,F,i+,Bunny,1_1D,2,0.6428571428571429,0.5333333333333333,0.6,0.06666666666666665,0.13548387096774195,0.108,2,13.5,10,10,10,4,3,1,3,4.428571428571429,4.428571428571429,4.428571428571429,-1.5714285714285712,-2.571428571428571,-4.571428571428571,-2.571428571428571
94,F,i+,Squid,2_I1D,3,0.9402985074626866,0.9333333333333333,1.0,0.06666666666666665,0.6483870967741936,0.744,1,186.0,1,6,1,9,10,10,1,-4.571428571428571,0.4285714285714288,-4.571428571428571,3.428571428571429,4.428571428571429,4.428571428571429,-4.571428571428571
94,F,i+,Green,3_2D,1,0.47368421052631576,0.5333333333333333,0.3333333333333333,0.0,0.12258064516129032,0.092,1,23.0,5,6,7,2,5,8,4,-0.5714285714285712,0.4285714285714288,1.4285714285714288,-3.571428571428571,-0.5714285714285712,2.428571428571429,-1.5714285714285712
94,F,i+,Bear,4_R,4,0.4482758620689655,0.4666666666666667,0.4,0.0,0.0935483870967742,0.056,1,14.0,10,9,8,3,3,3,4,4.428571428571429,3.428571428571429,2.428571428571429,-2.571428571428571,-2.571428571428571,-2.571428571428571,-1.5714285714285712
95,F,i+,Bunny,1_1D,1,0.5052631578947369,0.4666666666666667,0.5333333333333333,0.06666666666666665,0.3064516129032258,0.32,2,40.0,10,10,7,6,9,10,10,1.6071428571428577,1.6071428571428577,-1.3928571428571423,-2.3928571428571423,0.6071428571428577,1.6071428571428577,1.6071428571428577
95,F,i+,Squid,2_I1D,3,0.578125,0.6,0.6,0.0,0.2064516129032258,0.196,1,49.0,10,10,4,10,6,4,10,1.6071428571428577,1.6071428571428577,-4.392857142857142,1.6071428571428577,-2.3928571428571423,-4.392857142857142,1.6071428571428577
95,F,i+,Green,3_2D,2,0.5569620253164557,0.6666666666666666,0.4666666666666667,0.0,0.25483870967741934,0.256,2,32.0,10,10,5,9,8,5,10,1.6071428571428577,1.6071428571428577,-3.3928571428571423,0.6071428571428577,-0.39285714285714235,-3.3928571428571423,1.6071428571428577
95,F,i+,Bear,4_R,4,0.5277777777777778,0.3333333333333333,0.6,0.26666666666666666,0.23225806451612904,0.228,2,28.5,10,10,8,6,10,8,10,1.6071428571428577,1.6071428571428577,-0.39285714285714235,-2.3928571428571423,1.6071428571428577,-0.39285714285714235,1.6071428571428577
96,F,i-,Bear,1_1D,3,0.9017857142857143,0.8666666666666667,0.8,0.0,0.36129032258064514,0.388,4,24.25,10,10,1,10,10,10,1,3.6428571428571432,3.6428571428571432,-5.357142857142857,3.6428571428571432,3.6428571428571432,3.6428571428571432,-5.357142857142857
96,F,i-,Bunny,2_I1D,4,0.7936507936507936,0.6666666666666666,0.9333333333333333,0.2666666666666667,0.2032258064516129,0.192,4,12.0,4,10,6,7,10,10,1,-2.3571428571428568,3.6428571428571432,-0.35714285714285676,0.6428571428571432,3.6428571428571432,3.6428571428571432,-5.357142857142857
96,F,i-,Squid,3_2D,1,0.686046511627907,0.8,0.7333333333333333,0.0,0.27741935483870966,0.284,3,23.666666666666668,10,1,8,6,7,5,10,3.6428571428571432,-5.357142857142857,1.6428571428571432,-0.35714285714285676,0.6428571428571432,-1.3571428571428568,3.6428571428571432
96,F,i-,Green,4_R,2,0.6122448979591837,0.7333333333333333,0.5333333333333333,0.0,0.15806451612903225,0.136,2,17.0,4,6,10,2,1,2,6,-2.3571428571428568,-0.35714285714285676,3.6428571428571432,-4.357142857142857,-5.357142857142857,-4.357142857142857,-0.35714285714285676
97,F,i+,Green,1_1D,2,0.8791946308724832,0.8,0.8,0.0,0.4775641025641026,0.5317460317460317,2,67.0,2,7,1,9,10,10,1,-3.4642857142857144,1.5357142857142856,-4.464285714285714,3.5357142857142856,4.535714285714286,4.535714285714286,-4.464285714285714
97,F,i+,Squid,2_I1D,4,0.89,0.8,1.0,0.19999999999999996,0.32051282051282054,0.3373015873015873,1,85.0,4,7,1,7,10,8,1,-1.4642857142857144,1.5357142857142856,-4.464285714285714,1.5357142857142856,4.535714285714286,2.5357142857142856,-4.464285714285714
97,F,i+,Bear,3_2D,1,0.4,0.4,0.4,0.0,0.04807692307692308,0.0,0,0.0,8,2,9,1,2,3,9,2.5357142857142856,-3.4642857142857144,3.5357142857142856,-4.464285714285714,-3.4642857142857144,-2.4642857142857144,3.5357142857142856
97,F,i+,Bunny,4_R,3,0.5833333333333334,0.4666666666666667,0.7333333333333333,0.2666666666666666,0.15384615384615385,0.13095238095238096,1,33.0,7,3,9,3,4,6,9,1.5357142857142856,-2.4642857142857144,3.5357142857142856,-2.4642857142857144,-1.4642857142857144,0.5357142857142856,3.5357142857142856
98,F,i-,Bear,1_1D,3,0.9798994974874372,0.8666666666666667,1.0,0.1333333333333333,0.639871382636656,0.7330677290836654,2,92.0,10,10,1,10,10,10,1,3.928571428571429,3.928571428571429,-5.071428571428571,3.928571428571429,3.928571428571429,3.928571428571429,-5.071428571428571
98,F,i-,Green,2_I1D,1,0.7254901960784313,0.6,1.0,0.4,0.1639871382636656,0.14342629482071714,1,36.0,10,1,10,1,2,3,7,3.928571428571429,-5.071428571428571,3.928571428571429,-5.071428571428571,-4.071428571428571,-3.071428571428571,0.9285714285714288
98,F,i-,Bunny,3_2D,4,0.6739130434782609,0.6666666666666666,0.7333333333333333,0.06666666666666665,0.14790996784565916,0.12350597609561753,2,15.5,10,10,1,7,8,10,6,3.928571428571429,3.928571428571429,-5.071428571428571,0.9285714285714288,1.9285714285714288,3.928571428571429,-0.07142857142857117
98,F,i-,Squid,4_R,2,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.04823151125401929,0.0,0,0.0,10,1,10,1,1,3,6,3.928571428571429,-5.071428571428571,3.928571428571429,-5.071428571428571,-5.071428571428571,-3.071428571428571,-0.07142857142857117
99,F,i+,Squid,1_1D,4,0.9608938547486033,0.9333333333333333,1.0,0.06666666666666665,0.5774193548387097,0.656,3,54.666666666666664,3,9,1,10,10,10,1,-2.3928571428571432,3.6071428571428568,-4.392857142857143,4.607142857142857,4.607142857142857,4.607142857142857,-4.392857142857143
99,F,i+,Green,2_I1D,2,0.6923076923076923,0.7333333333333333,0.6666666666666666,0.0,0.12580645161290321,0.096,2,12.0,8,4,7,1,4,3,9,2.6071428571428568,-1.3928571428571432,1.6071428571428568,-4.392857142857143,-1.3928571428571432,-2.3928571428571432,3.6071428571428568
99,F,i+,Bear,3_2D,1,0.6818181818181818,0.6666666666666666,0.7333333333333333,0.06666666666666665,0.14193548387096774,0.116,1,29.0,5,10,4,5,6,5,6,-0.39285714285714324,4.607142857142857,-1.3928571428571432,-0.39285714285714324,0.6071428571428568,-0.39285714285714324,0.6071428571428568
99,F,i+,Bunny,4_R,3,0.4583333333333333,0.4,0.3333333333333333,0.0,0.15483870967741936,0.132,2,16.5,10,1,10,2,1,2,4,4.607142857142857,-4.392857142857143,4.607142857142857,-3.3928571428571432,-4.392857142857143,-3.3928571428571432,-1.3928571428571432
100,F,i+,Bear,1_1D,4,0.9225352112676056,0.8,1.0,0.19999999999999996,0.45806451612903226,0.508,1,127.0,2,10,2,2,10,10,4,-3.7142857142857144,4.285714285714286,-3.7142857142857144,-3.7142857142857144,4.285714285714286,4.285714285714286,-1.7142857142857144
100,F,i+,Green,2_I1D,1,0.9083969465648855,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.42258064516129035,0.464,2,58.0,6,8,3,3,9,10,4,0.2857142857142856,2.2857142857142856,-2.7142857142857144,-2.7142857142857144,3.2857142857142856,4.285714285714286,-1.7142857142857144
100,F,i+,Squid,3_2D,2,0.7272727272727273,0.6666666666666666,0.8,0.13333333333333341,0.07096774193548387,0.028,1,7.0,8,3,7,6,4,5,7,2.2857142857142856,-2.7142857142857144,1.2857142857142856,0.2857142857142856,-1.7142857142857144,-0.7142857142857144,1.2857142857142856
100,F,i+,Bunny,4_R,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.04838709677419355,0.0,0,0.0,10,1,10,10,1,3,2,4.285714285714286,-4.714285714285714,4.285714285714286,4.285714285714286,-4.714285714285714,-2.7142857142857144,-3.7142857142857144
101,F,i-,Bunny,1_1D,2,0.8823529411764706,0.8,0.9333333333333333,0.1333333333333333,0.16451612903225807,0.144,3,12.0,3,8,2,3,9,10,1,-2.428571428571429,2.571428571428571,-3.428571428571429,-2.428571428571429,3.571428571428571,4.571428571428571,-4.428571428571429
101,F,i-,Bear,2_I1D,1,0.8888888888888888,0.8,0.9333333333333333,0.1333333333333333,0.11612903225806452,0.084,2,10.5,3,8,2,2,9,10,1,-2.428571428571429,2.571428571428571,-3.428571428571429,-3.428571428571429,3.571428571428571,4.571428571428571,-4.428571428571429
101,F,i-,Green,3_2D,4,0.8108108108108109,0.5333333333333333,0.8,0.2666666666666667,0.4774193548387097,0.532,3,44.333333333333336,9,9,6,9,9,10,1,3.571428571428571,3.571428571428571,0.5714285714285712,3.571428571428571,3.571428571428571,4.571428571428571,-4.428571428571429
101,F,i-,Squid,4_R,3,0.5866666666666667,0.9333333333333333,0.7333333333333333,0.0,0.24193548387096775,0.24,3,20.0,5,2,10,6,2,2,1,-0.4285714285714288,-3.428571428571429,4.571428571428571,0.5714285714285712,-3.428571428571429,-3.428571428571429,-4.428571428571429
102,F,i-,Green,1_1D,3,0.7222222222222222,0.6666666666666666,0.8666666666666667,0.20000000000000007,0.11612903225806452,0.084,1,21.0,8,3,1,3,8,9,4,2.5,-2.5,-4.5,-2.5,2.5,3.5,-1.5
102,F,i-,Bear,2_I1D,2,0.6071428571428571,0.6,0.6666666666666666,0.06666666666666665,0.09032258064516129,0.052,1,13.0,4,3,1,2,8,9,4,-1.5,-2.5,-4.5,-3.5,2.5,3.5,-1.5
102,F,i-,Bunny,3_2D,4,0.574468085106383,0.4666666666666667,0.4666666666666667,0.0,0.6064516129032258,0.692,2,86.5,9,5,10,10,1,2,5,3.5,-0.5,4.5,4.5,-4.5,-3.5,-0.5
102,F,i-,Squid,4_R,1,0.5172413793103449,0.4666666666666667,0.6666666666666666,0.19999999999999996,0.1870967741935484,0.172,1,43.0,9,5,10,8,3,6,4,3.5,-0.5,4.5,2.5,-2.5,0.5,-1.5
103,F,i-,Green,1_1D,1,0.896551724137931,0.9333333333333333,0.8,0.0,0.1870967741935484,0.172,2,21.5,1,4,1,4,10,10,1,-5.392857142857143,-2.3928571428571432,-5.392857142857143,-2.3928571428571432,3.6071428571428568,3.6071428571428568,-5.392857142857143
103,F,i-,Squid,2_I1D,2,0.9174311926605505,0.8666666666666667,0.8,0.0,0.35161290322580646,0.376,2,47.0,4,4,1,4,10,10,1,-2.3928571428571432,-2.3928571428571432,-5.392857142857143,-2.3928571428571432,3.6071428571428568,3.6071428571428568,-5.392857142857143
103,F,i-,Bear,3_2D,3,0.6288659793814433,0.4,0.8666666666666667,0.4666666666666667,0.31290322580645163,0.328,2,41.0,10,10,10,7,7,6,8,3.6071428571428568,3.6071428571428568,3.6071428571428568,0.6071428571428568,0.6071428571428568,-0.39285714285714324,1.6071428571428568
103,F,i-,Bunny,4_R,4,0.41304347826086957,0.3333333333333333,0.5333333333333333,0.2,0.14838709677419354,0.124,2,15.5,10,9,10,7,5,6,9,3.6071428571428568,2.6071428571428568,3.6071428571428568,0.6071428571428568,-1.3928571428571432,-0.39285714285714324,2.6071428571428568
104,F,i+,Bear,1_1D,4,0.8478260869565217,0.6,1.0,0.4,0.14790996784565916,0.12350597609561753,1,31.0,9,9,1,4,10,10,2,2.5,2.5,-5.5,-2.5,3.5,3.5,-4.5
104,F,i+,Squid,2_I1D,1,0.8857142857142857,0.4,1.0,0.6,0.5627009646302251,0.6374501992031872,1,160.0,10,10,3,10,10,10,3,3.5,3.5,-3.5,3.5,3.5,3.5,-3.5
104,F,i+,Green,3_2D,3,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.0,0.04823151125401929,0.0,0,0.0,10,1,8,1,1,4,10,3.5,-5.5,1.5,-5.5,-5.5,-2.5,3.5
104,F,i+,Bunny,4_R,2,0.48,0.6,0.4666666666666667,0.0,0.24115755627009647,0.23904382470119523,1,60.0,8,8,10,6,5,3,6,1.5,1.5,3.5,-0.5,-1.5,-3.5,-0.5
105,F,i-,Squid,1_1D,2,0.8,0.6666666666666666,0.8666666666666667,0.20000000000000007,0.11217948717948718,0.07936507936507936,1,20.0,9,2,1,1,10,10,2,2.8928571428571432,-4.107142857142857,-5.107142857142857,-5.107142857142857,3.8928571428571432,3.8928571428571432,-4.107142857142857
105,F,i-,Green,2_I1D,4,0.7555555555555555,0.6666666666666666,0.8666666666666667,0.20000000000000007,0.14423076923076922,0.11904761904761904,1,30.0,8,7,6,5,8,10,2,1.8928571428571432,0.8928571428571432,-0.10714285714285676,-1.1071428571428568,1.8928571428571432,3.8928571428571432,-4.107142857142857
105,F,i-,Bunny,3_2D,1,0.7419354838709677,0.26666666666666666,1.0,0.7333333333333334,0.1987179487179487,0.1865079365079365,1,47.0,2,8,5,6,9,8,4,-4.107142857142857,1.8928571428571432,-1.1071428571428568,-0.10714285714285676,2.8928571428571432,1.8928571428571432,-2.1071428571428568
105,F,i-,Bear,4_R,3,0.49411764705882355,0.3333333333333333,0.3333333333333333,0.0,0.5448717948717948,0.6150793650793651,1,155.0,5,10,10,10,2,1,10,-1.1071428571428568,3.8928571428571432,3.8928571428571432,3.8928571428571432,-4.107142857142857,-5.107142857142857,3.8928571428571432
106,F,i+,Squid,1_1D,2,0.8490566037735849,0.6,0.8666666666666667,0.2666666666666667,0.17041800643086816,0.15139442231075698,2,19.0,8,7,1,6,10,10,9,0.8571428571428568,-0.14285714285714324,-6.142857142857143,-1.1428571428571432,2.8571428571428568,2.8571428571428568,1.8571428571428568
106,F,i+,Bunny,2_I1D,1,0.8617886178861789,0.5333333333333333,0.8666666666666667,0.33333333333333337,0.3954983922829582,0.4302788844621514,2,54.0,7,8,1,10,10,10,7,-0.14285714285714324,0.8571428571428568,-6.142857142857143,2.8571428571428568,2.8571428571428568,2.8571428571428568,-0.14285714285714324
106,F,i+,Green,3_2D,4,0.6595744680851063,0.5333333333333333,0.7333333333333333,0.19999999999999996,0.15112540192926044,0.12749003984063745,2,16.0,9,7,7,5,6,7,8,1.8571428571428568,-0.14285714285714324,-0.14285714285714324,-2.1428571428571432,-1.1428571428571432,-0.14285714285714324,0.8571428571428568
106,F,i+,Bear,4_R,3,0.48863636363636365,0.5333333333333333,0.7333333333333333,0.19999999999999996,0.2829581993569132,0.2908366533864542,2,36.5,7,8,10,7,3,4,8,-0.14285714285714324,0.8571428571428568,2.8571428571428568,-0.14285714285714324,-4.142857142857143,-3.1428571428571432,0.8571428571428568
107,F,i+,Green,1_1D,3,0.7037037037037037,0.3333333333333333,0.9333333333333333,0.6000000000000001,0.17419354838709677,0.156,2,19.5,8,10,1,3,10,10,1,2.178571428571429,4.178571428571429,-4.821428571428571,-2.821428571428571,4.178571428571429,4.178571428571429,-4.821428571428571
107,F,i+,Bear,2_I1D,1,0.6226415094339622,0.6,0.8666666666666667,0.2666666666666667,0.17096774193548386,0.152,2,19.0,6,10,1,3,10,10,1,0.17857142857142883,4.178571428571429,-4.821428571428571,-2.821428571428571,4.178571428571429,4.178571428571429,-4.821428571428571
107,F,i+,Squid,3_2D,4,0.4830508474576271,0.5333333333333333,0.4666666666666667,0.0,0.38064516129032255,0.412,3,34.333333333333336,4,7,8,6,5,5,5,-1.8214285714285712,1.1785714285714288,2.178571428571429,0.17857142857142883,-0.8214285714285712,-0.8214285714285712,-0.8214285714285712
107,F,i+,Bunny,4_R,2,0.4823529411764706,0.4,0.8,0.4,0.27419354838709675,0.28,2,35.0,7,4,10,7,3,3,5,1.1785714285714288,-1.8214285714285712,4.178571428571429,1.1785714285714288,-2.821428571428571,-2.821428571428571,-0.8214285714285712
108,F,i-,Bunny,1_1D,1,0.7533333333333333,0.4,1.0,0.6,0.4838709677419355,0.54,2,67.5,9,2,1,9,10,10,2,3.0357142857142856,-3.9642857142857144,-4.964285714285714,3.0357142857142856,4.035714285714286,4.035714285714286,-3.9642857142857144
108,F,i-,Bear,2_I1D,2,0.7831325301204819,0.6,0.8666666666666667,0.2666666666666667,0.267741935483871,0.272,2,34.0,3,3,2,9,10,10,2,-2.9642857142857144,-2.9642857142857144,-3.9642857142857144,3.0357142857142856,4.035714285714286,4.035714285714286,-3.9642857142857144
108,F,i-,Green,3_2D,4,0.5714285714285714,0.4666666666666667,0.6,0.1333333333333333,0.11290322580645161,0.08,1,20.0,8,7,7,1,4,6,8,2.0357142857142856,1.0357142857142856,1.0357142857142856,-4.964285714285714,-1.9642857142857144,0.03571428571428559,2.0357142857142856
108,F,i-,Squid,4_R,3,0.5714285714285714,0.4666666666666667,0.5333333333333333,0.06666666666666665,0.13548387096774195,0.108,2,13.5,7,10,9,4,2,5,7,1.0357142857142856,4.035714285714286,3.0357142857142856,-1.9642857142857144,-3.9642857142857144,-0.9642857142857144,1.0357142857142856
109,F,i-,Bunny,1_1D,2,0.926829268292683,0.8,1.0,0.19999999999999996,0.3954983922829582,0.4302788844621514,2,54.0,1,7,1,8,10,10,1,-4.5,1.5,-4.5,2.5,4.5,4.5,-4.5
109,F,i-,Squid,2_I1D,4,0.9010989010989011,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.29260450160771706,0.30278884462151395,2,38.0,1,7,1,8,10,10,1,-4.5,1.5,-4.5,2.5,4.5,4.5,-4.5
109,F,i-,Green,3_2D,3,0.5454545454545454,0.5333333333333333,0.6,0.06666666666666665,0.1414790996784566,0.11553784860557768,1,29.0,7,4,10,3,4,5,6,1.5,-1.5,4.5,-2.5,-1.5,-0.5,0.5
109,F,i-,Bear,4_R,1,0.4528301886792453,0.4,0.3333333333333333,0.0,0.17041800643086816,0.15139442231075698,1,38.0,7,4,10,3,4,5,6,1.5,-1.5,4.5,-2.5,-1.5,-0.5,0.5
110,F,i-,Green,1_1D,4,0.8795180722891566,0.7333333333333333,1.0,0.2666666666666667,0.26688102893890675,0.27091633466135456,1,68.0,6,9,1,8,9,10,1,0.17857142857142883,3.178571428571429,-4.821428571428571,2.178571428571429,3.178571428571429,4.178571428571429,-4.821428571428571
110,F,i-,Squid,2_I1D,3,0.864406779661017,0.8,0.9333333333333333,0.1333333333333333,0.18971061093247588,0.1752988047808765,1,44.0,3,8,1,8,9,10,1,-2.821428571428571,2.178571428571429,-4.821428571428571,2.178571428571429,3.178571428571429,4.178571428571429,-4.821428571428571
110,F,i-,Bear,3_2D,1,0.7154471544715447,0.6666666666666666,0.6666666666666666,0.0,0.3954983922829582,0.4302788844621514,1,108.0,8,6,7,6,6,6,7,2.178571428571429,0.17857142857142883,1.1785714285714288,0.17857142857142883,0.17857142857142883,0.17857142857142883,1.1785714285714288
110,F,i-,Bunny,4_R,2,0.5434782608695652,0.6,0.4666666666666667,0.0,0.14790996784565916,0.12350597609561753,1,31.0,8,3,9,3,2,4,4,2.178571428571429,-2.821428571428571,3.178571428571429,-2.821428571428571,-3.821428571428571,-1.8214285714285712,-1.8214285714285712
111,F,i+,Squid,1_1D,4,0.9747899159663865,0.9333333333333333,1.0,0.06666666666666665,0.3814102564102564,0.4126984126984127,3,34.666666666666664,3,3,2,7,10,10,2,-3.0,-3.0,-4.0,1.0,4.0,4.0,-4.0
111,F,i+,Bear,2_I1D,2,0.9195402298850575,0.7333333333333333,0.9333333333333333,0.20000000000000007,0.27884615384615385,0.2857142857142857,2,36.0,5,4,3,6,9,10,2,-1.0,-2.0,-3.0,0.0,3.0,4.0,-4.0
111,F,i+,Green,3_2D,3,0.6724137931034483,0.6,0.7333333333333333,0.1333333333333333,0.1858974358974359,0.17063492063492064,2,21.5,8,6,6,3,4,7,10,2.0,0.0,0.0,-3.0,-2.0,1.0,4.0
111,F,i+,Bunny,4_R,1,0.5833333333333334,0.5333333333333333,0.8,0.2666666666666667,0.15384615384615385,0.13095238095238096,3,11.0,10,7,8,4,3,6,10,4.0,1.0,2.0,-2.0,-3.0,0.0,4.0
112,F,i+,Green,1_1D,1,0.8427672955974843,0.6666666666666666,0.9333333333333333,0.2666666666666667,0.5129032258064516,0.576,3,48.0,1,10,1,10,10,10,1,-4.75,4.25,-4.75,4.25,4.25,4.25,-4.75
112,F,i+,Bear,2_I1D,2,0.7068965517241379,0.6,0.6,0.0,0.1870967741935484,0.172,2,21.5,1,8,5,4,9,9,7,-4.75,2.25,-0.75,-1.75,3.25,3.25,1.25
112,F,i+,Squid,3_2D,3,0.5079365079365079,0.6666666666666666,0.4666666666666667,0.0,0.2032258064516129,0.192,2,24.0,10,3,9,4,3,2,6,4.25,-2.75,3.25,-1.75,-2.75,-3.75,0.25
112,F,i+,Bunny,4_R,4,0.23333333333333334,0.13333333333333333,0.3333333333333333,0.19999999999999998,0.0967741935483871,0.06,1,15.0,10,3,9,4,5,2,5,4.25,-2.75,3.25,-1.75,-0.75,-3.75,-0.75
113,F,i-,Squid,1_1D,3,0.925,0.9333333333333333,1.0,0.06666666666666665,0.11869436201780416,0.09025270758122744,1,25.0,1,8,1,2,10,10,10,-5.5,1.5,-5.5,-4.5,3.5,3.5,3.5
113,F,i-,Green,2_I1D,2,0.7676767676767676,0.4666666666666667,0.9333333333333333,0.4666666666666667,0.29376854599406527,0.30324909747292417,2,42.0,8,6,3,6,10,10,10,1.5,-0.5,-3.5,-0.5,3.5,3.5,3.5
113,F,i-,Bunny,3_2D,1,0.7265625,0.6,1.0,0.4,0.3798219584569733,0.40794223826714804,2,56.5,10,9,7,10,7,7,9,3.5,2.5,0.5,3.5,0.5,0.5,2.5
113,F,i-,Bear,4_R,4,0.5714285714285714,0.8666666666666667,0.6,0.0,0.20771513353115728,0.19855595667870035,3,18.333333333333332,3,2,10,5,3,3,2,-3.5,-4.5,3.5,-1.5,-3.5,-3.5,-4.5
114,F,i-,Bear,1_1D,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.04838709677419355,0.0,0,0.0,3,1,1,1,10,10,1,-2.7857142857142856,-4.785714285714286,-4.785714285714286,-4.785714285714286,4.214285714285714,4.214285714285714,-4.785714285714286
114,F,i-,Bunny,2_I1D,3,0.6274509803921569,0.5333333333333333,0.8,0.2666666666666667,0.16451612903225807,0.144,1,36.0,10,1,1,2,10,10,1,4.214285714285714,-4.785714285714286,-4.785714285714286,-3.7857142857142856,4.214285714285714,4.214285714285714,-4.785714285714286
114,F,i-,Squid,3_2D,4,0.7307692307692307,0.6,0.8666666666666667,0.2666666666666667,0.08387096774193549,0.044,1,11.0,9,2,4,2,10,10,2,3.2142857142857144,-3.7857142857142856,-1.7857142857142856,-3.7857142857142856,4.214285714285714,4.214285714285714,-3.7857142857142856
114,F,i-,Green,4_R,2,0.463302752293578,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.7032258064516129,0.812,2,101.5,10,10,10,10,2,9,10,4.214285714285714,4.214285714285714,4.214285714285714,4.214285714285714,-3.7857142857142856,3.2142857142857144,4.214285714285714
115,F,i+,Bear,1_1D,4,0.936,0.8,0.9333333333333333,0.1333333333333333,0.40064102564102566,0.4365079365079365,2,55.0,10,10,2,10,10,10,7,3.1071428571428568,3.1071428571428568,-4.892857142857143,3.1071428571428568,3.1071428571428568,3.1071428571428568,0.10714285714285676
115,F,i+,Green,2_I1D,3,0.6888888888888889,0.6666666666666666,0.6,0.0,0.28846153846153844,0.2976190476190476,2,37.5,8,10,6,8,10,10,9,1.1071428571428568,3.1071428571428568,-0.8928571428571432,1.1071428571428568,3.1071428571428568,3.1071428571428568,2.1071428571428568
115,F,i+,Squid,3_2D,2,0.5957446808510638,0.6666666666666666,0.7333333333333333,0.06666666666666665,0.15064102564102563,0.12698412698412698,1,32.0,9,2,9,4,3,1,10,2.1071428571428568,-4.892857142857143,2.1071428571428568,-2.8928571428571432,-3.8928571428571432,-5.892857142857143,3.1071428571428568
115,F,i+,Bunny,4_R,1,0.58,0.5333333333333333,0.4666666666666667,0.0,0.16025641025641027,0.1388888888888889,1,35.0,7,4,6,2,5,1,10,0.10714285714285676,-2.8928571428571432,-0.8928571428571432,-4.892857142857143,-1.8928571428571432,-5.892857142857143,3.1071428571428568
116,F,i+,Squid,1_1D,1,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.04838709677419355,0.0,0,0.0,4,3,1,1,5,9,2,-2.0,-3.0,-5.0,-5.0,-1.0,3.0,-4.0
