"","form","nvars","sing","loglik","mfR2","accuracy","AIC","BIC","xtime"
"182","nxt ~ currentd + tord + pval + relt + scsq | 1","5","FALSE","-2261.28242392477","0.229632345728708","0.436646255299105","4538.56484784954","4583.84953154316","0.196"
"183","nxt ~ currentd + pct + pcr + pc + pval | 1","5","FALSE","-2270.63503946624","0.226446121655256","0.436646255299105","4557.27007893247","4602.5547626261","0.366"
"184","nxt ~ currentd + pct + pcr + pc + relt | 1","5","FALSE","-2275.6655518396","0.224732340140904","0.425812529439472","4567.3311036792","4612.61578737283","0.177"
"185","nxt ~ currentd + pct + pcr + pc + scsq | 1","5","FALSE","-2300.81936571424","0.216163006038465","0.393311351860575","4617.63873142849","4662.92341512211","0.403"
"186","nxt ~ currentd + pct + pcr + pval + relt | 1","5","FALSE","-2259.7843425194","0.230142708099172","0.428167687235045","4535.5686850388","4580.85336873242","0.174"
"187","nxt ~ currentd + pct + pcr + pval + scsq | 1","5","FALSE","-2269.72050935872","0.226757681328754","0.435704192180876","4555.44101871745","4600.72570241107","0.178"
"188","nxt ~ currentd + pct + pcr + relt + scsq | 1","5","FALSE","-2273.52711778132","0.225460856142206","0.429109750353274","4563.05423556264","4608.33891925627","0.381"
"189","nxt ~ currentd + pct + pc + pval + relt | 1","5","FALSE","-2261.71051412732","0.229486505102317","0.44135657089025","4539.42102825463","4584.70571194826","0.182"
"190","nxt ~ currentd + pct + pc + pval + scsq | 1","5","FALSE","-2271.0671466937","0.226298912519548","0.433820065944418","4558.13429338741","4603.41897708103","0.378"
"191","nxt ~ currentd + pct + pc + relt + scsq | 1","5","FALSE","-2274.57045829007","0.225105413685381","0.428167687235045","4565.14091658015","4610.42560027377","0.182"
"192","nxt ~ currentd + pct + pval + relt + scsq | 1","5","FALSE","-2261.11202872745","0.229690395509252","0.428638718794159","4538.2240574549","4583.50874114852","0.18"
"193","nxt ~ currentd + pcr + pc + pval + relt | 1","5","FALSE","-2260.09227915703","0.230037801068238","0.430993876589732","4536.18455831406","4581.46924200769","0.362"
"194","nxt ~ currentd + pcr + pc + pval + scsq | 1","5","FALSE","-2270.74266078788","0.226409457510953","0.428638718794159","4557.48532157575","4602.77000526938","0.182"
"195","nxt ~ currentd + pcr + pc + relt + scsq | 1","5","FALSE","-2272.64117006204","0.22576267844405","0.425812529439472","4561.28234012408","4606.56702381771","0.387"
"196","nxt ~ currentd + pcr + pval + relt + scsq | 1","5","FALSE","-2259.10633355796","0.230373690380585","0.439472444653792","4534.21266711592","4579.49735080955","0.175"
"197","nxt ~ currentd + pc + pval + relt + scsq | 1","5","FALSE","-2261.49632311543","0.229559475123949","0.441827602449364","4538.99264623086","4584.27732992449","0.18"
"198","nxt ~ tord + pct + pcr + pc + pval | 1","5","FALSE","-2813.12066443106","0.0416335684073965","0.374941121055111","5642.24132886212","5687.52601255574","0.252"
"199","nxt ~ tord + pct + pcr + pc + relt | 1","5","FALSE","-2743.67379276383","0.0652925430921724","0.391898257183231","5503.34758552765","5548.63226922128","0.083"
"200","nxt ~ tord + pct + pcr + pc + scsq | 1","5","FALSE","-2903.60587045693","0.0108073101855584","0.307112576542628","5823.21174091387","5868.4964246075","0.07"
"201","nxt ~ tord + pct + pcr + pval + relt | 1","5","FALSE","-2723.51448564875","0.0721603619765656","0.391427225624117","5463.0289712975","5508.31365499112","0.083"
"202","nxt ~ tord + pct + pcr + pval + scsq | 1","5","FALSE","-2812.44146699695","0.0418649555745029","0.37588318417334","5640.8829339939","5686.16761768753","0.079"
"203","nxt ~ tord + pct + pcr + relt + scsq | 1","5","FALSE","-2741.49576255512","0.0660345486042039","0.389543099387659","5498.99152511024","5544.27620880387","0.086"
"204","nxt ~ tord + pct + pc + pval + relt | 1","5","FALSE","-2723.96932945405","0.0720054070042701","0.387187941592087","5463.93865890811","5509.22334260173","0.089"
"205","nxt ~ tord + pct + pc + pval + scsq | 1","5","FALSE","-2812.442140925","0.0418647259824978","0.375412152614225","5640.88428184999","5686.16896554362","0.258"
"206","nxt ~ tord + pct + pc + relt + scsq | 1","5","FALSE","-2739.63984268558","0.0666668184265332","0.377296278850683","5495.27968537117","5540.56436906479","0.081"
"207","nxt ~ tord + pct + pval + relt + scsq | 1","5","FALSE","-2722.45990024769","0.0725196353132544","0.38860103626943","5460.91980049539","5506.20448418901","0.085"
"208","nxt ~ tord + pcr + pc + pval + relt | 1","5","FALSE","-2723.94563572608","0.0720134789202082","0.391427225624117","5463.89127145216","5509.17595514579","0.082"
"209","nxt ~ tord + pcr + pc + pval + scsq | 1","5","FALSE","-2816.48000999703","0.0404891155358035","0.379651436646255","5648.96001999406","5694.24470368768","0.085"
"210","nxt ~ tord + pcr + pc + relt + scsq | 1","5","FALSE","-2739.39627032966","0.0667497980059489","0.385774846914743","5494.79254065932","5540.07722435295","0.083"
"211","nxt ~ tord + pcr + pval + relt + scsq | 1","5","FALSE","-2721.63532207291","0.0728005504026542","0.393782383419689","5459.27064414581","5504.55532783944","0.088"
"212","nxt ~ tord + pc + pval + relt + scsq | 1","5","FALSE","-2722.82919405936","0.0723938252842116","0.391427225624117","5461.65838811872","5506.94307181234","0.265"
"213","nxt ~ pct + pcr + pc + pval + relt | 1","5","FALSE","-2723.86149004602","0.0720421454456632","0.391427225624117","5463.72298009204","5509.00766378566","0.083"
"214","nxt ~ pct + pcr + pc + pval + scsq | 1","5","FALSE","-2812.67083712938","0.0417868143706418","0.37588318417334","5641.34167425875","5686.62635795238","0.079"
"215","nxt ~ pct + pcr + pc + relt + scsq | 1","5","FALSE","-2738.9758711829","0.0668930184640036","0.374941121055111","5493.95174236581","5539.23642605943","0.084"
"216","nxt ~ pct + pcr + pval + relt + scsq | 1","5","FALSE","-2721.42933758059","0.0728707246491258","0.397550635892605","5458.85867516119","5504.14335885481","0.086"
"217","nxt ~ pct + pc + pval + relt + scsq | 1","5","FALSE","-2722.11826253974","0.0726360235347798","0.390014130946773","5460.23652507948","5505.52120877311","0.084"
"218","nxt ~ pcr + pc + pval + relt + scsq | 1","5","FALSE","-2721.79084770034","0.0727475663474476","0.395195478097032","5459.58169540068","5504.86637909431","0.085"
"219","nxt ~ currentd + tord + pct + pcr + pc + pval | 1","6","FALSE","-2270.36037583834","0.226539693326134","0.433349034385304","4558.72075167669","4609.66602083202","0.376"
"220","nxt ~ currentd + tord + pct + pcr + pc + relt | 1","6","FALSE","-2275.3689702577","0.224833378761791","0.422986340084786","4568.7379405154","4619.68320967073","0.194"
"221","nxt ~ currentd + tord + pct + pcr + pc + scsq | 1","6","FALSE","-2300.72147277769","0.216196355942531","0.392369288742346","4619.44294555537","4670.3882147107","0.367"
"222","nxt ~ currentd + tord + pct + pcr + pval + relt | 1","6","FALSE","-2259.41306494764","0.230269193950304","0.425812529439472","4536.82612989528","4587.77139905061","0.195"
"223","nxt ~ currentd + tord + pct + pcr + pval + scsq | 1","6","FALSE","-2269.46025784233","0.226846343119993","0.429580781912388","4556.92051568467","4607.86578484","0.386"
"224","nxt ~ currentd + tord + pct + pcr + relt + scsq | 1","6","FALSE","-2273.25637360816","0.225553092543719","0.427225624116816","4564.51274721631","4615.45801637164","0.192"
"225","nxt ~ currentd + tord + pct + pc + pval + relt | 1","6","FALSE","-2261.38520240705","0.229597331429977","0.429580781912388","4540.7704048141","4591.71567396943","0.39"
"226","nxt ~ currentd + tord + pct + pc + pval + scsq | 1","6","FALSE","-2270.83705082762","0.226377300964412","0.434762129062647","4559.67410165525","4610.61937081058","0.188"
"227","nxt ~ currentd + tord + pct + pc + relt + scsq | 1","6","FALSE","-2274.32793360831","0.225188036345963","0.428167687235045","4566.65586721662","4617.60113637195","0.195"
"228","nxt ~ currentd + tord + pct + pval + relt + scsq | 1","6","FALSE","-2260.82888271172","0.229786856937355","0.430051813471503","4539.65776542344","4590.60303457877","0.382"
"229","nxt ~ currentd + tord + pcr + pc + pval + relt | 1","6","FALSE","-2259.76519631411","0.230149230777234","0.429580781912388","4537.53039262821","4588.47566178354","0.193"
"230","nxt ~ currentd + tord + pcr + pc + pval + scsq | 1","6","FALSE","-2270.55169553781","0.226474515042107","0.428167687235045","4559.10339107562","4610.04866023094","0.389"
"231","nxt ~ currentd + tord + pcr + pc + relt + scsq | 1","6","FALSE","-2272.40030619088","0.225844735304113","0.432878002826189","4562.80061238176","4613.74588153709","0.19"
"232","nxt ~ currentd + tord + pcr + pval + relt + scsq | 1","6","FALSE","-2258.84825620256","0.230461611484468","0.441827602449364","4535.69651240511","4586.64178156044","0.197"
"233","nxt ~ currentd + tord + pc + pval + relt + scsq | 1","6","FALSE","-2261.2764516445","0.229634380349192","0.439943476212906","4540.552903289","4591.49817244433","0.382"
"234","nxt ~ currentd + pct + pcr + pc + pval + relt | 1","6","FALSE","-2259.78409643965","0.230142791932964","0.428167687235045","4537.56819287929","4588.51346203462","0.192"
"235","nxt ~ currentd + pct + pcr + pc + pval + scsq | 1","6","FALSE","-2269.71782042238","0.226758597388404","0.435233160621762","4557.43564084475","4608.38091000008","0.388"
"236","nxt ~ currentd + pct + pcr + pc + relt + scsq | 1","6","FALSE","-2272.17358062407","0.225921975564428","0.426283560998587","4562.34716124814","4613.29243040347","0.19"
"237","nxt ~ currentd + pct + pcr + pval + relt + scsq | 1","6","FALSE","-2258.25323919681","0.230664320288164","0.434291097503533","4534.50647839361","4585.45174754894","0.206"
"238","nxt ~ currentd + pct + pc + pval + relt + scsq | 1","6","FALSE","-2260.37494077862","0.229941504662236","0.446066886481394","4538.74988155725","4589.69515071258","0.378"
"239","nxt ~ currentd + pcr + pc + pval + relt + scsq | 1","6","FALSE","-2258.49999444656","0.230580256368983","0.433820065944418","4534.99998889311","4585.94525804844","0.188"
"240","nxt ~ tord + pct + pcr + pc + pval + relt | 1","6","FALSE","-2723.39081341243","0.072202494303595","0.393311351860575","5464.78162682486","5515.72689598019","0.093"
"241","nxt ~ tord + pct + pcr + pc + pval + scsq | 1","6","FALSE","-2812.44107567885","0.0418650888877093","0.374941121055111","5642.88215135769","5693.82742051302","0.268"
"242","nxt ~ tord + pct + pcr + pc + relt + scsq | 1","6","FALSE","-2738.62347423123","0.0670130721159304","0.382948657560057","5495.24694846247","5546.1922176178","0.091"
"243","nxt ~ tord + pct + pcr + pval + relt + scsq | 1","6","FALSE","-2721.00895843037","0.0730139382948154","0.396137541215261","5460.01791686074","5510.96318601607","0.086"
"244","nxt ~ tord + pct + pc + pval + relt + scsq | 1","6","FALSE","-2721.72704450228","0.0727693026504886","0.390956194065002","5461.45408900455","5512.39935815988","0.088"
"245","nxt ~ tord + pcr + pc + pval + relt + scsq | 1","6","FALSE","-2721.42433220998","0.0728724298654119","0.394253414978804","5460.84866441997","5511.7939335753","0.09"
"246","nxt ~ pct + pcr + pc + pval + relt + scsq | 1","6","FALSE","-2721.38226975875","0.0728867595889114","0.396137541215261","5460.7645395175","5511.70980867283","0.092"
"247","nxt ~ currentd + tord + pct + pcr + pc + pval + relt | 1","7","FALSE","-2259.41292003892","0.230269243317419","0.426283560998587","4538.82584007784","4595.43169469487","0.399"
"248","nxt ~ currentd + tord + pct + pcr + pc + pval + scsq | 1","7","FALSE","-2269.45785402974","0.226847162044446","0.430993876589732","4558.91570805947","4615.5215626765","0.208"
"249","nxt ~ currentd + tord + pct + pcr + pc + relt + scsq | 1","7","FALSE","-2271.88720834708","0.226019536106595","0.429109750353274","4563.77441669417","4620.3802713112","0.391"
"250","nxt ~ currentd + tord + pct + pcr + pval + relt + scsq | 1","7","FALSE","-2257.89634469139","0.230785906154683","0.43193593970796","4535.79268938278","4592.39854399982","0.209"
"251","nxt ~ currentd + tord + pct + pc + pval + relt + scsq | 1","7","FALSE","-2260.06675478542","0.230046496642961","0.442298634008479","4540.13350957083","4596.73936418787","0.395"
"252","nxt ~ currentd + tord + pcr + pc + pval + relt + scsq | 1","7","FALSE","-2258.18320340611","0.230688179894209","0.433349034385304","4536.36640681222","4592.97226142926","0.205"
"253","nxt ~ currentd + pct + pcr + pc + pval + relt + scsq | 1","7","FALSE","-2258.24298384793","0.230667814053017","0.434291097503533","4536.48596769586","4593.0918223129","0.406"
"254","nxt ~ tord + pct + pcr + pc + pval + relt + scsq | 1","7","FALSE","-2720.95941911952","0.0730308152148715","0.39707960433349","5461.91883823904","5518.52469285607","0.105"
"255","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + scsq | 1","8","FALSE","-2257.88676127828","0.230789171006257","0.429109750353274","4537.77352255655","4600.03996263529","0.262"
