"","sid","grp","trial","blkt","current","nxt","tord:1","tord:2","tord:3","tord:4","pct:1","pct:2","pct:3","pct:4","pc:1","pc:2","pc:3","pc:4","pcr:1","pcr:2","pcr:3","pcr:4","pval:1","pval:2","pval:3","pval:4","relt:1","relt:2","relt:3","relt:4","sc:1","sc:2","sc:3","sc:4","scsq:1","scsq:2","scsq:3","scsq:4","currentd:1","currentd:2","currentd:3","currentd:4","lrn:1","lrn:2","lrn:3","lrn:4","int:1","int:2","int:3","int:4","comp:1","comp:2","comp:3","comp:4","time:1","time:2","time:3","time:4","prog:1","prog:2","prog:3","prog:4","rule:1","rule:2","rule:3","rule:4","lrn2:1","lrn2:2","lrn2:3","lrn2:4"
"61561",245,1,167,22,"2","4",1,2,4,3,0.666666666666667,0.866666666666667,0.666666666666667,0.466666666666667,0.709677419354839,0.702702702702703,0.737704918032787,0.473684210526316,0.8,1,0.6,0.8,0.00938776647672057,0.00622088665841147,8.79515492758554e-05,0.122156054603693,0.18562874251497,0.221556886227545,0.359281437125749,0.233532934131737,-0.235993208828523,-0.229018492176387,-0.264020707506471,0,0.0556927946131829,0.0524494697587458,0.0697069339922176,0,0,1,0,0,0,0,1,0,0,0,0.857142857142857,1,0,0,1,1,0,0,0.875,1,1,1,0,0,1,1,0,0,0,0,1,1
"61562",245,1,168,1,"4","2",1,2,4,3,0.666666666666667,0.866666666666667,0.666666666666667,0.466666666666667,0.709677419354839,0.702702702702703,0.737704918032787,0.461538461538462,0.8,1,0.6,0,0.00938776647672057,0.00622088665841147,8.79515492758554e-05,0.113430622132,0.18452380952381,0.226190476190476,0.357142857142857,0.232142857142857,-0.248138957816377,-0.241164241164241,-0.276166456494325,0,0.0615729423861978,0.0581601912163243,0.0762679116926321,0,0,0,0,1,0,0,1,0,0,0,0.857142857142857,1,0,0,1,1,0,0,0.875,1,1,1,0,0,1,1,0,0,0,0,1,1
"61565",245,1,171,3,"2","4",1,2,4,3,0.666666666666667,0.866666666666667,0.666666666666667,0.466666666666667,0.709677419354839,0.7,0.737704918032787,0.461538461538462,0.8,0.666666666666667,0.6,0,0.00938776647672057,0.00508121363964165,8.79515492758554e-05,0.113430622132,0.181286549707602,0.233918128654971,0.350877192982456,0.233918128654971,-0.248138957816377,-0.238461538461538,-0.276166456494325,0,0.0615729423861978,0.0568639053254438,0.0762679116926321,0,0,1,0,0,0,0,1,0,0,0,0.857142857142857,1,0,0,1,1,0,0,0.875,1,1,1,0,0,1,1,0,0,0,0,1,1
"61583",245,1,189,18,"4","3",1,2,4,3,0.666666666666667,0.866666666666667,0.666666666666667,0.466666666666667,0.709677419354839,0.7,0.737704918032787,0.526315789473684,0.8,0.666666666666667,0.6,0.4,0.00938776647672057,0.00508121363964165,8.79515492758554e-05,0.097362333703049,0.164021164021164,0.211640211640212,0.322751322751323,0.301587301587302,-0.183361629881155,-0.173684210526316,-0.211389128559103,0,0.0336214873126735,0.0301662049861496,0.0446853636729769,0,0,0,0,1,0,0,1,0,0,0,0.857142857142857,1,0,0,1,1,0,0,0.875,1,1,1,0,0,1,1,0,0,0,0,1,1
"61630",245,1,236,47,"3","4",1,2,4,3,0.666666666666667,0.866666666666667,0.666666666666667,0.466666666666667,0.709677419354839,0.7,0.694444444444444,0.526315789473684,0.8,0.666666666666667,0.4,0.4,0.00938776647672057,0.00508121363964165,1.89479189792776e-05,0.097362333703049,0.13135593220339,0.169491525423729,0.453389830508475,0.245762711864407,-0.183361629881155,-0.173684210526316,-0.16812865497076,0,0.0336214873126735,0.0301662049861496,0.0282672446222769,0,0,0,1,0,0,0,1,0,0,0,0.857142857142857,1,0,0,1,1,0,0,0.875,1,1,1,0,0,1,1,0,0,0,0,1,1
"61646",245,1,252,16,"4","3",1,2,4,3,0.666666666666667,0.866666666666667,0.666666666666667,0.466666666666667,0.709677419354839,0.7,0.694444444444444,0.561643835616438,0.8,0.666666666666667,0.4,0.6,0.00938776647672057,0.00508121363964165,1.89479189792776e-05,0.0537685575149181,0.123015873015873,0.158730158730159,0.428571428571429,0.28968253968254,-0.1480335837384,-0.138356164383562,-0.132800608828006,0,0.021913941914434,0.0191424282229311,0.0176360017050891,0,0,0,0,1,0,0,1,0,0,0,0.857142857142857,1,0,0,1,1,0,0,0.875,1,1,1,0,0,1,1,0,0,0,0,1,1
"61673",245,1,279,27,"3","4",1,2,4,3,0.666666666666667,0.866666666666667,0.666666666666667,0.466666666666667,0.709677419354839,0.7,0.688888888888889,0.561643835616438,0.8,0.666666666666667,0.8,0.6,0.00938776647672057,0.00508121363964165,3.8006073394464e-06,0.0537685575149181,0.111111111111111,0.14336917562724,0.480286738351254,0.265232974910394,-0.1480335837384,-0.138356164383562,-0.127245053272451,0,0.021913941914434,0.0191424282229311,0.0161913035823088,0,0,0,1,0,0,0,1,0,0,0,0.857142857142857,1,0,0,1,1,0,0,0.875,1,1,1,0,0,1,1,0,0,0,0,1,1
"61810",246,1,166,106,"2","3",2,4,1,3,0.666666666666667,0.666666666666667,0.733333333333333,0.466666666666667,0.666666666666667,0.553719008264463,0.733333333333333,0.466666666666667,0.6,0.8,0.8,0.4,0.091644287109375,0.0361645219254765,0.041656494140625,0.196380615234375,0.0903614457831325,0.72289156626506,0.0963855421686747,0.0903614457831325,0.0666666666666667,0.17961432506887,0,0.266666666666667,0.00444444444444444,0.0322613057699459,0,0.0711111111111111,0,1,0,0,0.4,0.2,1,0,1,0.333333333333333,1,0,1,0,0.571428571428571,0,1,0.166666666666667,0.333333333333333,0,0,0.5,1,0.75,0,0.375,1,0.875,0,1,0.875,1
"61831",246,1,187,21,"3","4",2,4,1,3,0.666666666666667,0.666666666666667,0.733333333333333,0.466666666666667,0.666666666666667,0.553719008264463,0.666666666666667,0.466666666666667,0.6,0.8,0.6,0.4,0.091644287109375,0.0361645219254765,0.0182143077836372,0.196380615234375,0.0802139037433155,0.641711229946524,0.192513368983957,0.0855614973262032,0,0.112947658402204,0,0.2,0,0.0127571735385409,0,0.04,0,0,1,0,0.4,0.2,1,0,1,0.333333333333333,1,0,1,0,0.571428571428571,0,1,0.166666666666667,0.333333333333333,0,0,0.5,1,0.75,0,0.375,1,0.875,0,1,0.875,1
"61861",246,1,217,30,"4","1",2,4,1,3,0.666666666666667,0.666666666666667,0.733333333333333,0.466666666666667,0.666666666666667,0.553719008264463,0.666666666666667,0.533333333333333,0.6,0.8,0.6,0.4,0.091644287109375,0.0361645219254765,0.0182143077836372,0.107253747221137,0.0737327188940092,0.552995391705069,0.165898617511521,0.207373271889401,0,0.112947658402204,0,0.133333333333333,0,0.0127571735385409,0,0.0177777777777778,0,0,0,1,0.4,0.2,1,0,1,0.333333333333333,1,0,1,0,0.571428571428571,0,1,0.166666666666667,0.333333333333333,0,0,0.5,1,0.75,0,0.375,1,0.875,0,1,0.875,1
"61899",246,1,255,38,"1","2",2,4,1,3,0.666666666666667,0.666666666666667,0.733333333333333,0.466666666666667,0.566037735849057,0.553719008264463,0.666666666666667,0.533333333333333,0.6,0.8,0.6,0.4,0.069211775154594,0.0361645219254765,0.0182143077836372,0.107253747221137,0.207843137254902,0.474509803921569,0.141176470588235,0.176470588235294,0.10062893081761,0.112947658402204,0,0.133333333333333,0.0101261817174953,0.0127571735385409,0,0.0177777777777778,1,0,0,0,0.4,0.2,1,0,1,0.333333333333333,1,0,1,0,0.571428571428571,0,1,0.166666666666667,0.333333333333333,0,0,0.5,1,0.75,0,0.375,1,0.875,0,1,0.875,1
"61911",246,1,267,12,"2","3",2,4,1,3,0.666666666666667,0.666666666666667,0.733333333333333,0.466666666666667,0.566037735849057,0.556390977443609,0.666666666666667,0.533333333333333,0.6,0.6,0.6,0.4,0.069211775154594,0.0297732703512878,0.0182143077836372,0.107253747221137,0.198501872659176,0.49438202247191,0.138576779026217,0.168539325842697,0.10062893081761,0.110275689223058,0,0.133333333333333,0.0101261817174953,0.0121607276336204,0,0.0177777777777778,0,1,0,0,0.4,0.2,1,0,1,0.333333333333333,1,0,1,0,0.571428571428571,0,1,0.166666666666667,0.333333333333333,0,0,0.5,1,0.75,0,0.375,1,0.875,0,1,0.875,1
