"","form","nvars","sing","loglik","mfR2","accuracy","AIC","BIC","xtime"
"524064","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial","16","TRUE",NA,NA,NA,NA,NA,"0.059"
"524065","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.092"
"524066","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.057"
"524067","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.064"
"524068","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.099"
"524069","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.064"
"524070","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.096"
"524071","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + int + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.063"
"524072","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + lrn + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.062"
"524073","nxt ~ tord + pcr + pc + pval + relt + sc + scsq + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.129"
"524074","nxt ~ tord + pcr + pc + pval + relt + sc + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.101"
"524075","nxt ~ tord + pcr + pc + pval + relt + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","FALSE","-2572.07372889437","0.1237527943537","0.433349034385304","5194.14745778873","5335.66209433132","0.346"
"524076","nxt ~ tord + pcr + pc + pval + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.113"
"524077","nxt ~ tord + pcr + pc + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.099"
"524078","nxt ~ tord + pcr + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","FALSE","-2572.07372889437","0.1237527943537","0.433349034385304","5194.14745778873","5335.66209433132","0.31"
"524079","nxt ~ tord + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.062"
"524080","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial","16","TRUE",NA,NA,NA,NA,NA,"0.115"
"524081","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.089"
"524082","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.06"
"524083","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.065"
"524084","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.317"
"524085","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.098"
"524086","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.121"
"524087","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + int + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.101"
"524088","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + lrn + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.063"
"524089","nxt ~ pct + pcr + pc + pval + relt + sc + scsq + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.062"
"524090","nxt ~ pct + pcr + pc + pval + relt + sc + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.385"
"524091","nxt ~ pct + pcr + pc + pval + relt + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","FALSE","-2571.49180861667","0.123951041399076","0.436646255299105","5192.98361723334","5334.49825377592","0.333"
"524092","nxt ~ pct + pcr + pc + pval + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.36"
"524093","nxt ~ pct + pcr + pc + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.096"
"524094","nxt ~ pct + pcr + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","FALSE","-2571.49180861667","0.123951041399076","0.436646255299105","5192.98361723334","5334.49825377592","0.398"
"524095","nxt ~ pct + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.107"
"524096","nxt ~ pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp + trial + blkt","16","TRUE",NA,NA,NA,NA,NA,"0.064"
"524097","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | grp","17","TRUE",NA,NA,NA,NA,NA,"0.368"
"524098","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | trial","17","TRUE",NA,NA,NA,NA,NA,"0.105"
"524099","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule + lrn2 | blkt","17","TRUE",NA,NA,NA,NA,NA,"0.362"
"524100","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule | grp + trial","17","TRUE",NA,NA,NA,NA,NA,"0.114"
"524101","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule | grp + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.162"
"524102","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + rule | trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.067"
"524103","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + lrn2 | grp + trial","17","TRUE",NA,NA,NA,NA,NA,"0.125"
"524104","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + lrn2 | grp + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.094"
"524105","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog + lrn2 | trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.099"
"524106","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + prog | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.117"
"524107","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + rule + lrn2 | grp + trial","17","TRUE",NA,NA,NA,NA,NA,"0.061"
"524108","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + rule + lrn2 | grp + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.115"
"524109","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + rule + lrn2 | trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.061"
"524110","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + rule | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.351"
"524111","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + time + lrn2 | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.061"
"524112","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + prog + rule + lrn2 | grp + trial","17","TRUE",NA,NA,NA,NA,NA,"0.364"
"524113","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + prog + rule + lrn2 | grp + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.063"
"524114","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + prog + rule + lrn2 | trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.085"
"524115","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + prog + rule | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.097"
"524116","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + prog + lrn2 | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.064"
"524117","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + comp + rule + lrn2 | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.063"
"524118","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + time + prog + rule + lrn2 | grp + trial","17","TRUE",NA,NA,NA,NA,NA,"0.103"
"524119","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + time + prog + rule + lrn2 | grp + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.096"
"524120","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + time + prog + rule + lrn2 | trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.062"
"524121","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + time + prog + rule | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.064"
"524122","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + time + prog + lrn2 | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.064"
"524123","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + time + rule + lrn2 | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.128"
"524124","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + int + prog + rule + lrn2 | grp + trial + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.065"
"524125","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + comp + time + prog + rule + lrn2 | grp + trial","17","TRUE",NA,NA,NA,NA,NA,"0.058"
"524126","nxt ~ currentd + tord + pct + pcr + pc + pval + relt + sc + scsq + lrn + comp + time + prog + rule + lrn2 | grp + blkt","17","TRUE",NA,NA,NA,NA,NA,"0.321"
